Ebeam     Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    8.5650   2.9200  21.0000   0.3136   3.3223  0.10181E+02  0.10181E+02  0.00000E+00  0.54064E+01  0.14040E+00  0.00000E+00  0.52660E+01  0.49025E+00
    8.5650   2.9300  21.0000   0.3153   3.3337  0.10140E+02  0.10140E+02  0.00000E+00  0.53760E+01  0.13783E+00  0.00000E+00  0.52382E+01  0.49035E+00
    8.5650   2.9400  21.0000   0.3169   3.3450  0.10098E+02  0.10098E+02  0.00000E+00  0.53454E+01  0.13531E+00  0.00000E+00  0.52101E+01  0.49046E+00
    8.5650   2.9500  21.0000   0.3185   3.3564  0.10056E+02  0.10056E+02  0.00000E+00  0.53152E+01  0.13284E+00  0.00000E+00  0.51824E+01  0.49056E+00
    8.5650   2.9600  21.0000   0.3202   3.3678  0.10014E+02  0.10014E+02  0.00000E+00  0.52851E+01  0.13042E+00  0.00000E+00  0.51547E+01  0.49066E+00
    8.5650   2.9700  21.0000   0.3218   3.3792  0.99722E+01  0.99722E+01  0.00000E+00  0.52550E+01  0.12805E+00  0.00000E+00  0.51270E+01  0.49076E+00
    8.5650   2.9800  21.0000   0.3235   3.3905  0.99300E+01  0.99300E+01  0.00000E+00  0.52249E+01  0.12572E+00  0.00000E+00  0.50992E+01  0.49085E+00
    8.5650   2.9900  21.0000   0.3252   3.4019  0.98876E+01  0.98876E+01  0.00000E+00  0.51949E+01  0.12344E+00  0.00000E+00  0.50714E+01  0.49095E+00
    8.5650   3.0000  21.0000   0.3268   3.4133  0.98451E+01  0.98451E+01  0.00000E+00  0.51653E+01  0.12120E+00  0.00000E+00  0.50441E+01  0.49104E+00
    8.5650   3.0100  21.0000   0.3285   3.4247  0.98024E+01  0.98024E+01  0.00000E+00  0.51355E+01  0.11897E+00  0.00000E+00  0.50166E+01  0.49113E+00
    8.5650   3.0200  21.0000   0.3302   3.4361  0.97596E+01  0.97596E+01  0.00000E+00  0.51057E+01  0.11682E+00  0.00000E+00  0.49888E+01  0.49122E+00
    8.5650   3.0300  21.0000   0.3319   3.4474  0.97167E+01  0.97167E+01  0.00000E+00  0.50758E+01  0.11471E+00  0.00000E+00  0.49611E+01  0.49131E+00
    8.5650   3.0400  21.0000   0.3336   3.4588  0.96736E+01  0.96736E+01  0.00000E+00  0.50460E+01  0.11264E+00  0.00000E+00  0.49333E+01  0.49140E+00
    8.5650   3.0500  21.0000   0.3353   3.4702  0.96304E+01  0.96304E+01  0.00000E+00  0.50160E+01  0.11060E+00  0.00000E+00  0.49054E+01  0.49149E+00
    8.5650   3.0600  21.0000   0.3370   3.4816  0.95870E+01  0.95870E+01  0.00000E+00  0.49863E+01  0.10861E+00  0.00000E+00  0.48777E+01  0.49157E+00
    8.5650   3.0700  21.0000   0.3387   3.4929  0.95435E+01  0.95435E+01  0.00000E+00  0.49564E+01  0.10665E+00  0.00000E+00  0.48498E+01  0.49165E+00
    8.5650   3.0800  21.0000   0.3405   3.5043  0.94999E+01  0.94999E+01  0.00000E+00  0.49267E+01  0.10473E+00  0.00000E+00  0.48219E+01  0.49174E+00
    8.5650   3.0900  21.0000   0.3422   3.5157  0.94561E+01  0.94561E+01  0.00000E+00  0.48968E+01  0.10285E+00  0.00000E+00  0.47939E+01  0.49181E+00
    8.5650   3.1000  21.0000   0.3439   3.5271  0.94122E+01  0.94122E+01  0.00000E+00  0.48667E+01  0.10061E+00  0.00000E+00  0.47661E+01  0.49189E+00
    8.5650   3.1100  21.0000   0.3457   3.5385  0.93681E+01  0.93681E+01  0.00000E+00  0.48372E+01  0.99195E-01  0.00000E+00  0.47380E+01  0.49197E+00
    8.5650   3.1200  21.0000   0.3474   3.5498  0.93239E+01  0.93239E+01  0.00000E+00  0.48052E+01  0.97419E-01  0.00000E+00  0.47078E+01  0.49204E+00
    8.5650   3.1300  21.0000   0.3492   3.5612  0.92796E+01  0.92796E+01  0.00000E+00  0.47755E+01  0.95675E-01  0.00000E+00  0.46799E+01  0.49212E+00
    8.5650   3.1400  21.0000   0.3509   3.5726  0.92351E+01  0.92351E+01  0.00000E+00  0.47486E+01  0.93965E-01  0.00000E+00  0.46547E+01  0.49219E+00
    8.5650   3.1500  21.0000   0.3527   3.5840  0.91904E+01  0.91904E+01  0.00000E+00  0.47190E+01  0.92287E-01  0.00000E+00  0.46267E+01  0.49226E+00
    8.5650   3.1600  21.0000   0.3545   3.5953  0.91457E+01  0.91457E+01  0.00000E+00  0.46893E+01  0.90641E-01  0.00000E+00  0.45987E+01  0.49233E+00
    8.5650   3.1700  21.0000   0.3563   3.6067  0.91007E+01  0.91007E+01  0.00000E+00  0.46598E+01  0.89026E-01  0.00000E+00  0.45708E+01  0.49240E+00
    8.5650   3.1800  21.0000   0.3580   3.6181  0.90557E+01  0.90557E+01  0.00000E+00  0.46302E+01  0.87432E-01  0.00000E+00  0.45428E+01  0.49246E+00
    8.5650   3.1900  21.0000   0.3598   3.6295  0.90105E+01  0.90105E+01  0.00000E+00  0.46006E+01  0.85877E-01  0.00000E+00  0.45147E+01  0.49252E+00
    8.5650   3.2000  21.0000   0.3616   3.6409  0.89651E+01  0.89651E+01  0.00000E+00  0.45710E+01  0.84351E-01  0.00000E+00  0.44867E+01  0.49259E+00
    8.5650   3.2100  21.0000   0.3634   3.6522  0.89196E+01  0.89196E+01  0.00000E+00  0.45415E+01  0.82854E-01  0.00000E+00  0.44586E+01  0.49265E+00
    8.5650   3.2200  21.0000   0.3653   3.6636  0.88740E+01  0.88740E+01  0.00000E+00  0.45119E+01  0.81385E-01  0.00000E+00  0.44305E+01  0.49271E+00
    8.5650   3.2300  21.0000   0.3671   3.6750  0.88282E+01  0.88282E+01  0.00000E+00  0.44824E+01  0.79943E-01  0.00000E+00  0.44024E+01  0.49276E+00
    8.5650   3.2400  21.0000   0.3689   3.6864  0.87823E+01  0.87823E+01  0.00000E+00  0.44529E+01  0.78528E-01  0.00000E+00  0.43744E+01  0.49282E+00
    8.5650   3.2500  21.0000   0.3707   3.6977  0.87362E+01  0.87362E+01  0.00000E+00  0.44234E+01  0.77140E-01  0.00000E+00  0.43462E+01  0.49287E+00
    8.5650   3.2600  21.0000   0.3726   3.7091  0.86900E+01  0.86900E+01  0.00000E+00  0.43939E+01  0.75778E-01  0.00000E+00  0.43181E+01  0.49293E+00
    8.5650   3.2700  21.0000   0.3744   3.7205  0.86436E+01  0.86436E+01  0.00000E+00  0.43644E+01  0.74441E-01  0.00000E+00  0.42899E+01  0.49298E+00
    8.5650   3.2800  21.0000   0.3763   3.7319  0.85971E+01  0.85971E+01  0.00000E+00  0.43349E+01  0.73128E-01  0.00000E+00  0.42617E+01  0.49303E+00
    8.5650   3.2900  21.0000   0.3782   3.7433  0.85505E+01  0.85505E+01  0.00000E+00  0.43057E+01  0.71841E-01  0.00000E+00  0.42338E+01  0.49307E+00
    8.5650   3.3000  21.0000   0.3800   3.7546  0.85037E+01  0.85037E+01  0.00000E+00  0.42760E+01  0.70577E-01  0.00000E+00  0.42054E+01  0.49312E+00
    8.5650   3.3100  21.0000   0.3819   3.7660  0.84568E+01  0.84568E+01  0.00000E+00  0.42465E+01  0.69336E-01  0.00000E+00  0.41772E+01  0.49316E+00
    8.5650   3.3200  21.0000   0.3838   3.7774  0.84098E+01  0.84098E+01  0.00000E+00  0.42171E+01  0.68119E-01  0.00000E+00  0.41490E+01  0.49321E+00
    8.5650   3.3300  21.0000   0.3857   3.7888  0.83626E+01  0.83626E+01  0.00000E+00  0.41877E+01  0.66924E-01  0.00000E+00  0.41207E+01  0.49325E+00
    8.5650   3.3400  21.0000   0.3876   3.8001  0.83152E+01  0.83152E+01  0.00000E+00  0.41583E+01  0.65751E-01  0.00000E+00  0.40925E+01  0.49329E+00
    8.5650   3.3500  21.0000   0.3895   3.8115  0.82678E+01  0.82678E+01  0.00000E+00  0.41289E+01  0.64600E-01  0.00000E+00  0.40643E+01  0.49332E+00
    8.5650   3.3600  21.0000   0.3914   3.8229  0.82202E+01  0.82202E+01  0.00000E+00  0.40995E+01  0.63471E-01  0.00000E+00  0.40360E+01  0.49336E+00
    8.5650   3.3700  21.0000   0.3933   3.8343  0.81724E+01  0.81724E+01  0.00000E+00  0.40701E+01  0.62362E-01  0.00000E+00  0.40077E+01  0.49340E+00
    8.5650   3.3800  21.0000   0.3952   3.8457  0.81245E+01  0.81245E+01  0.00000E+00  0.40407E+01  0.61273E-01  0.00000E+00  0.39794E+01  0.49343E+00
    8.5650   3.3900  21.0000   0.3972   3.8570  0.80765E+01  0.80765E+01  0.00000E+00  0.40113E+01  0.60205E-01  0.00000E+00  0.39511E+01  0.49346E+00
    8.5650   3.4000  21.0000   0.3991   3.8684  0.80284E+01  0.80284E+01  0.00000E+00  0.39820E+01  0.59156E-01  0.00000E+00  0.39228E+01  0.49349E+00
    8.5650   3.4100  21.0000   0.4011   3.8798  0.79801E+01  0.79801E+01  0.00000E+00  0.39527E+01  0.58127E-01  0.00000E+00  0.38945E+01  0.49352E+00
    8.5650   3.4200  21.0000   0.4030   3.8912  0.79317E+01  0.79317E+01  0.00000E+00  0.39233E+01  0.57116E-01  0.00000E+00  0.38662E+01  0.49354E+00
    8.5650   3.4300  21.0000   0.4050   3.9025  0.78832E+01  0.78832E+01  0.00000E+00  0.38941E+01  0.56125E-01  0.00000E+00  0.38380E+01  0.49357E+00
    8.5650   3.4400  21.0000   0.4070   3.9139  0.78345E+01  0.78345E+01  0.00000E+00  0.38648E+01  0.55151E-01  0.00000E+00  0.38096E+01  0.49359E+00
    8.5650   3.4500  21.0000   0.4089   3.9253  0.77858E+01  0.77858E+01  0.00000E+00  0.38354E+01  0.54196E-01  0.00000E+00  0.37812E+01  0.49361E+00
    8.5650   3.4600  21.0000   0.4109   3.9367  0.77369E+01  0.77369E+01  0.00000E+00  0.38062E+01  0.53257E-01  0.00000E+00  0.37529E+01  0.49363E+00
    8.5650   3.4700  21.0000   0.4129   3.9481  0.76878E+01  0.76878E+01  0.00000E+00  0.37769E+01  0.52336E-01  0.00000E+00  0.37245E+01  0.49365E+00
    8.5650   3.4800  21.0000   0.4149   3.9594  0.76387E+01  0.76387E+01  0.00000E+00  0.37476E+01  0.51432E-01  0.00000E+00  0.36962E+01  0.49367E+00
    8.5650   3.4900  21.0000   0.4169   3.9708  0.75894E+01  0.75894E+01  0.00000E+00  0.37184E+01  0.50545E-01  0.00000E+00  0.36678E+01  0.49368E+00
    8.5650   3.5000  21.0000   0.4190   3.9822  0.75400E+01  0.75400E+01  0.00000E+00  0.36891E+01  0.49673E-01  0.00000E+00  0.36395E+01  0.49370E+00
    8.5650   3.5100  21.0000   0.4210   3.9936  0.74905E+01  0.74905E+01  0.00000E+00  0.36599E+01  0.48784E-01  0.00000E+00  0.36111E+01  0.49371E+00
    8.5650   3.5200  21.0000   0.4230   4.0049  0.74409E+01  0.74409E+01  0.00000E+00  0.36307E+01  0.47978E-01  0.00000E+00  0.35827E+01  0.49372E+00
    8.5650   3.5300  21.0000   0.4251   4.0163  0.73912E+01  0.73912E+01  0.00000E+00  0.36016E+01  0.47154E-01  0.00000E+00  0.35544E+01  0.49373E+00
    8.5650   3.5400  21.0000   0.4271   4.0277  0.73414E+01  0.73414E+01  0.00000E+00  0.35726E+01  0.46345E-01  0.00000E+00  0.35263E+01  0.49373E+00
    8.5650   3.5500  21.0000   0.4292   4.0391  0.72915E+01  0.72915E+01  0.00000E+00  0.35433E+01  0.45550E-01  0.00000E+00  0.34978E+01  0.49374E+00
    8.5650   3.5600  21.0000   0.4313   4.0505  0.72414E+01  0.72414E+01  0.00000E+00  0.35142E+01  0.44770E-01  0.00000E+00  0.34694E+01  0.49374E+00
    8.5650   3.5700  21.0000   0.4333   4.0618  0.71913E+01  0.71913E+01  0.00000E+00  0.34851E+01  0.44005E-01  0.00000E+00  0.34411E+01  0.49375E+00
    8.5650   3.5800  21.0000   0.4354   4.0732  0.71411E+01  0.71411E+01  0.00000E+00  0.34561E+01  0.43253E-01  0.00000E+00  0.34128E+01  0.49375E+00
    8.5650   3.5900  21.0000   0.4375   4.0846  0.70907E+01  0.70907E+01  0.00000E+00  0.34270E+01  0.42515E-01  0.00000E+00  0.33845E+01  0.49375E+00
    8.5650   3.6000  21.0000   0.4396   4.0960  0.70403E+01  0.70403E+01  0.00000E+00  0.33981E+01  0.41790E-01  0.00000E+00  0.33563E+01  0.49374E+00
    8.5650   3.6100  21.0000   0.4417   4.1073  0.69898E+01  0.69898E+01  0.00000E+00  0.33691E+01  0.41079E-01  0.00000E+00  0.33280E+01  0.49374E+00
    8.5650   3.6200  21.0000   0.4438   4.1187  0.69392E+01  0.69392E+01  0.00000E+00  0.33401E+01  0.40381E-01  0.00000E+00  0.32997E+01  0.49373E+00
    8.5650   3.6300  21.0000   0.4460   4.1301  0.68886E+01  0.68886E+01  0.00000E+00  0.33112E+01  0.39696E-01  0.00000E+00  0.32715E+01  0.49373E+00
    8.5650   3.6400  21.0000   0.4481   4.1415  0.68378E+01  0.68378E+01  0.00000E+00  0.32823E+01  0.39023E-01  0.00000E+00  0.32432E+01  0.49372E+00
    8.5650   3.6500  21.0000   0.4503   4.1529  0.67870E+01  0.67870E+01  0.00000E+00  0.32534E+01  0.38362E-01  0.00000E+00  0.32151E+01  0.49371E+00
    8.5650   3.6600  21.0000   0.4524   4.1642  0.67361E+01  0.67361E+01  0.00000E+00  0.32246E+01  0.37714E-01  0.00000E+00  0.31869E+01  0.49370E+00
    8.5650   3.6700  21.0000   0.4546   4.1756  0.66851E+01  0.66851E+01  0.00000E+00  0.31959E+01  0.37077E-01  0.00000E+00  0.31588E+01  0.49368E+00
    8.5650   3.6800  21.0000   0.4567   4.1870  0.66341E+01  0.66341E+01  0.00000E+00  0.31671E+01  0.36452E-01  0.00000E+00  0.31306E+01  0.49367E+00
    8.5650   3.6900  21.0000   0.4589   4.1984  0.65830E+01  0.65830E+01  0.00000E+00  0.31383E+01  0.35838E-01  0.00000E+00  0.31025E+01  0.49365E+00
    8.5650   3.7000  21.0000   0.4611   4.2097  0.65319E+01  0.65319E+01  0.00000E+00  0.31097E+01  0.35236E-01  0.00000E+00  0.30745E+01  0.49363E+00
    8.5650   3.7100  21.0000   0.4633   4.2211  0.64807E+01  0.64807E+01  0.00000E+00  0.30811E+01  0.34645E-01  0.00000E+00  0.30464E+01  0.49361E+00
    8.5650   3.7200  21.0000   0.4655   4.2325  0.64294E+01  0.64294E+01  0.00000E+00  0.30525E+01  0.34064E-01  0.00000E+00  0.30185E+01  0.49359E+00
    8.5650   3.7300  21.0000   0.4677   4.2439  0.63782E+01  0.63782E+01  0.00000E+00  0.30240E+01  0.33495E-01  0.00000E+00  0.29905E+01  0.49357E+00
    8.5650   3.7400  21.0000   0.4700   4.2552  0.63268E+01  0.63268E+01  0.00000E+00  0.29956E+01  0.32935E-01  0.00000E+00  0.29626E+01  0.49355E+00
    8.5650   3.7500  21.0000   0.4722   4.2666  0.62755E+01  0.62755E+01  0.00000E+00  0.29672E+01  0.32390E-01  0.00000E+00  0.29348E+01  0.49352E+00
    8.5650   3.7600  21.0000   0.4744   4.2780  0.62241E+01  0.62241E+01  0.00000E+00  0.29388E+01  0.31851E-01  0.00000E+00  0.29070E+01  0.49349E+00
    8.5650   3.7700  21.0000   0.4767   4.2894  0.61727E+01  0.61727E+01  0.00000E+00  0.29103E+01  0.31322E-01  0.00000E+00  0.28790E+01  0.49347E+00
    8.5650   3.7800  21.0000   0.4790   4.3008  0.61213E+01  0.61213E+01  0.00000E+00  0.28822E+01  0.30803E-01  0.00000E+00  0.28514E+01  0.49344E+00
    8.5650   3.7900  21.0000   0.4812   4.3121  0.60698E+01  0.60698E+01  0.00000E+00  0.28540E+01  0.30292E-01  0.00000E+00  0.28237E+01  0.49341E+00
    8.5650   3.8000  21.0000   0.4835   4.3235  0.60184E+01  0.60184E+01  0.00000E+00  0.28261E+01  0.29792E-01  0.00000E+00  0.27963E+01  0.49337E+00
    8.5650   3.8100  21.0000   0.4858   4.3349  0.59670E+01  0.59670E+01  0.00000E+00  0.27981E+01  0.29301E-01  0.00000E+00  0.27688E+01  0.49334E+00
    8.5650   3.8200  21.0000   0.4881   4.3463  0.59155E+01  0.59155E+01  0.00000E+00  0.27702E+01  0.28819E-01  0.00000E+00  0.27413E+01  0.49331E+00
    8.5650   3.8300  21.0000   0.4904   4.3576  0.58641E+01  0.58641E+01  0.00000E+00  0.27422E+01  0.28346E-01  0.00000E+00  0.27138E+01  0.49327E+00
    8.5650   3.8400  21.0000   0.4927   4.3690  0.58127E+01  0.58127E+01  0.00000E+00  0.27144E+01  0.27879E-01  0.00000E+00  0.26866E+01  0.49323E+00
    8.5650   3.8500  21.0000   0.4951   4.3804  0.57613E+01  0.57613E+01  0.00000E+00  0.26862E+01  0.27423E-01  0.00000E+00  0.26588E+01  0.49319E+00
    8.5650   3.8600  21.0000   0.4974   4.3918  0.57100E+01  0.57100E+01  0.00000E+00  0.26590E+01  0.26977E-01  0.00000E+00  0.26321E+01  0.49315E+00
    8.5650   3.8700  21.0000   0.4998   4.4032  0.56587E+01  0.56587E+01  0.00000E+00  0.26314E+01  0.26538E-01  0.00000E+00  0.26049E+01  0.49311E+00
    8.5650   3.8800  21.0000   0.5021   4.4145  0.56074E+01  0.56074E+01  0.00000E+00  0.26039E+01  0.26108E-01  0.00000E+00  0.25778E+01  0.49307E+00
    8.5650   3.8900  21.0000   0.5045   4.4259  0.55561E+01  0.55561E+01  0.00000E+00  0.25764E+01  0.25685E-01  0.00000E+00  0.25507E+01  0.49302E+00
    8.5650   3.9000  21.0000   0.5069   4.4373  0.55050E+01  0.55050E+01  0.00000E+00  0.25491E+01  0.25271E-01  0.00000E+00  0.25238E+01  0.49298E+00
    8.5650   3.9100  21.0000   0.5093   4.4487  0.54539E+01  0.54539E+01  0.00000E+00  0.25218E+01  0.24864E-01  0.00000E+00  0.24969E+01  0.49293E+00
    8.5650   3.9200  21.0000   0.5117   4.4600  0.54028E+01  0.54028E+01  0.00000E+00  0.24946E+01  0.24465E-01  0.00000E+00  0.24702E+01  0.49288E+00
    8.5650   3.9300  21.0000   0.5141   4.4714  0.53519E+01  0.53519E+01  0.00000E+00  0.24675E+01  0.24073E-01  0.00000E+00  0.24435E+01  0.49284E+00
    8.5650   3.9400  21.0000   0.5165   4.4828  0.53010E+01  0.53010E+01  0.00000E+00  0.24406E+01  0.23689E-01  0.00000E+00  0.24169E+01  0.49279E+00
    8.5650   3.9500  21.0000   0.5189   4.4942  0.52502E+01  0.52502E+01  0.00000E+00  0.24137E+01  0.23312E-01  0.00000E+00  0.23904E+01  0.49274E+00
    8.5650   3.9600  21.0000   0.5214   4.5056  0.51995E+01  0.51995E+01  0.00000E+00  0.23869E+01  0.22943E-01  0.00000E+00  0.23639E+01  0.49268E+00
    8.5650   3.9700  21.0000   0.5238   4.5169  0.51489E+01  0.51489E+01  0.00000E+00  0.23602E+01  0.22580E-01  0.00000E+00  0.23376E+01  0.49263E+00
    8.5650   3.9800  21.0000   0.5263   4.5283  0.50984E+01  0.50984E+01  0.00000E+00  0.23337E+01  0.22224E-01  0.00000E+00  0.23115E+01  0.49258E+00
    8.5650   3.9900  21.0000   0.5288   4.5397  0.50480E+01  0.50480E+01  0.00000E+00  0.23071E+01  0.21876E-01  0.00000E+00  0.22853E+01  0.49252E+00
    8.5650   4.0000  21.0000   0.5313   4.5511  0.49977E+01  0.49977E+01  0.00000E+00  0.22808E+01  0.21533E-01  0.00000E+00  0.22592E+01  0.49247E+00
    8.5650   4.0100  21.0000   0.5338   4.5624  0.49475E+01  0.49475E+01  0.00000E+00  0.22545E+01  0.21206E-01  0.00000E+00  0.22333E+01  0.49241E+00
    8.5650   4.0200  21.0000   0.5363   4.5738  0.48975E+01  0.48975E+01  0.00000E+00  0.22285E+01  0.20877E-01  0.00000E+00  0.22076E+01  0.49235E+00
    8.5650   4.0300  21.0000   0.5388   4.5852  0.48476E+01  0.48476E+01  0.00000E+00  0.22024E+01  0.20554E-01  0.00000E+00  0.21818E+01  0.49229E+00
    8.5650   4.0400  21.0000   0.5413   4.5966  0.47978E+01  0.47978E+01  0.00000E+00  0.21763E+01  0.20238E-01  0.00000E+00  0.21561E+01  0.49223E+00
    8.5650   4.0500  21.0000   0.5439   4.6080  0.47482E+01  0.47482E+01  0.00000E+00  0.21505E+01  0.19928E-01  0.00000E+00  0.21306E+01  0.49217E+00
    8.5650   4.0600  21.0000   0.5464   4.6193  0.46986E+01  0.46986E+01  0.00000E+00  0.21248E+01  0.19624E-01  0.00000E+00  0.21052E+01  0.49211E+00
    8.5650   4.0700  21.0000   0.5490   4.6307  0.46493E+01  0.46493E+01  0.00000E+00  0.20992E+01  0.19326E-01  0.00000E+00  0.20799E+01  0.49205E+00
    8.5650   4.0800  21.0000   0.5516   4.6421  0.46000E+01  0.46000E+01  0.00000E+00  0.20737E+01  0.19034E-01  0.00000E+00  0.20547E+01  0.49199E+00
    8.5650   4.0900  21.0000   0.5541   4.6535  0.45509E+01  0.45509E+01  0.00000E+00  0.20481E+01  0.18747E-01  0.00000E+00  0.20293E+01  0.49192E+00
    8.5650   4.1000  21.0000   0.5567   4.6648  0.45019E+01  0.45019E+01  0.00000E+00  0.20231E+01  0.18467E-01  0.00000E+00  0.20046E+01  0.49186E+00
    8.5650   4.1100  21.0000   0.5594   4.6762  0.44530E+01  0.44530E+01  0.00000E+00  0.19979E+01  0.18192E-01  0.00000E+00  0.19797E+01  0.49180E+00
    8.5650   4.1200  21.0000   0.5620   4.6876  0.44043E+01  0.44043E+01  0.00000E+00  0.19728E+01  0.17922E-01  0.00000E+00  0.19549E+01  0.49173E+00
    8.5650   4.1300  21.0000   0.5646   4.6990  0.43556E+01  0.43556E+01  0.00000E+00  0.19478E+01  0.17658E-01  0.00000E+00  0.19302E+01  0.49167E+00
    8.5650   4.1400  21.0000   0.5673   4.7104  0.43071E+01  0.43071E+01  0.00000E+00  0.19230E+01  0.17400E-01  0.00000E+00  0.19056E+01  0.49160E+00
    8.5650   4.1500  21.0000   0.5699   4.7217  0.42586E+01  0.42586E+01  0.00000E+00  0.18981E+01  0.17147E-01  0.00000E+00  0.18810E+01  0.49153E+00
    8.5650   4.1600  21.0000   0.5726   4.7331  0.42102E+01  0.42102E+01  0.00000E+00  0.18734E+01  0.16900E-01  0.00000E+00  0.18565E+01  0.49147E+00
    8.5650   4.1700  21.0000   0.5753   4.7445  0.41618E+01  0.41618E+01  0.00000E+00  0.18488E+01  0.16656E-01  0.00000E+00  0.18321E+01  0.49140E+00
    8.5650   4.1800  21.0000   0.5780   4.7559  0.41135E+01  0.41135E+01  0.00000E+00  0.18242E+01  0.16418E-01  0.00000E+00  0.18078E+01  0.49133E+00
    8.5650   4.1900  21.0000   0.5807   4.7672  0.40652E+01  0.40652E+01  0.00000E+00  0.17997E+01  0.16185E-01  0.00000E+00  0.17835E+01  0.49127E+00
    8.5650   4.2000  21.0000   0.5834   4.7786  0.40169E+01  0.40169E+01  0.00000E+00  0.17752E+01  0.15957E-01  0.00000E+00  0.17592E+01  0.49120E+00
    8.5650   4.2100  21.0000   0.5861   4.7900  0.39686E+01  0.39686E+01  0.00000E+00  0.17508E+01  0.15734E-01  0.00000E+00  0.17350E+01  0.49113E+00
    8.5650   4.2200  21.0000   0.5889   4.8014  0.39202E+01  0.39202E+01  0.00000E+00  0.17264E+01  0.15516E-01  0.00000E+00  0.17109E+01  0.49106E+00
    8.5650   4.2300  21.0000   0.5916   4.8128  0.38717E+01  0.38717E+01  0.00000E+00  0.17020E+01  0.15303E-01  0.00000E+00  0.16867E+01  0.49100E+00
    8.5650   4.2400  21.0000   0.5944   4.8241  0.38231E+01  0.38231E+01  0.00000E+00  0.16777E+01  0.15094E-01  0.00000E+00  0.16626E+01  0.49093E+00
    8.5650   4.2500  21.0000   0.5972   4.8355  0.37744E+01  0.37744E+01  0.00000E+00  0.16534E+01  0.14889E-01  0.00000E+00  0.16385E+01  0.49086E+00
    8.5650   4.2600  21.0000   0.6000   4.8469  0.37254E+01  0.37254E+01  0.00000E+00  0.16291E+01  0.14690E-01  0.00000E+00  0.16144E+01  0.49079E+00
    8.5650   4.2700  21.0000   0.6028   4.8583  0.36763E+01  0.36763E+01  0.00000E+00  0.16048E+01  0.14494E-01  0.00000E+00  0.15903E+01  0.49073E+00
    8.5650   4.2800  21.0000   0.6056   4.8696  0.36270E+01  0.36270E+01  0.00000E+00  0.15804E+01  0.14303E-01  0.00000E+00  0.15661E+01  0.49066E+00
    8.5650   4.2900  21.0000   0.6084   4.8810  0.35774E+01  0.35774E+01  0.00000E+00  0.15561E+01  0.14117E-01  0.00000E+00  0.15420E+01  0.49059E+00
    8.5650   4.3000  21.0000   0.6113   4.8924  0.35275E+01  0.35275E+01  0.00000E+00  0.15317E+01  0.13935E-01  0.00000E+00  0.15178E+01  0.49053E+00
    8.5650   4.3100  21.0000   0.6141   4.9038  0.34773E+01  0.34773E+01  0.00000E+00  0.15073E+01  0.13757E-01  0.00000E+00  0.14936E+01  0.49046E+00
    8.5650   4.3200  21.0000   0.6170   4.9152  0.34267E+01  0.34267E+01  0.00000E+00  0.14829E+01  0.13583E-01  0.00000E+00  0.14693E+01  0.49040E+00
    8.5650   4.3300  21.0000   0.6199   4.9265  0.33759E+01  0.33759E+01  0.00000E+00  0.14584E+01  0.13413E-01  0.00000E+00  0.14450E+01  0.49034E+00
    8.5650   4.3400  21.0000   0.6228   4.9379  0.33246E+01  0.33246E+01  0.00000E+00  0.14340E+01  0.13247E-01  0.00000E+00  0.14207E+01  0.49027E+00
    8.5650   4.3500  21.0000   0.6257   4.9493  0.32730E+01  0.32730E+01  0.00000E+00  0.14095E+01  0.13086E-01  0.00000E+00  0.13964E+01  0.49021E+00
    8.5650   4.3600  21.0000   0.6287   4.9607  0.32211E+01  0.32211E+01  0.00000E+00  0.13849E+01  0.12928E-01  0.00000E+00  0.13720E+01  0.49015E+00
    8.5650   4.3700  21.0000   0.6316   4.9720  0.31688E+01  0.31688E+01  0.00000E+00  0.13605E+01  0.12774E-01  0.00000E+00  0.13477E+01  0.49009E+00
    8.5650   4.3800  21.0000   0.6346   4.9834  0.31162E+01  0.31162E+01  0.00000E+00  0.13359E+01  0.12625E-01  0.00000E+00  0.13233E+01  0.49003E+00
    8.5650   4.3900  21.0000   0.6375   4.9948  0.30632E+01  0.30632E+01  0.00000E+00  0.13114E+01  0.12479E-01  0.00000E+00  0.12990E+01  0.48997E+00
    8.5650   4.4000  21.0000   0.6405   5.0062  0.30101E+01  0.30101E+01  0.00000E+00  0.12870E+01  0.12337E-01  0.00000E+00  0.12747E+01  0.48992E+00
    8.5650   4.4100  21.0000   0.6435   5.0176  0.29567E+01  0.29567E+01  0.00000E+00  0.12626E+01  0.12198E-01  0.00000E+00  0.12504E+01  0.48986E+00
    8.5650   4.4200  21.0000   0.6465   5.0289  0.29031E+01  0.29031E+01  0.00000E+00  0.12384E+01  0.12064E-01  0.00000E+00  0.12263E+01  0.48981E+00
    8.5650   4.4300  21.0000   0.6496   5.0403  0.28495E+01  0.28495E+01  0.00000E+00  0.12142E+01  0.11933E-01  0.00000E+00  0.12023E+01  0.48975E+00
    8.5650   4.4400  21.0000   0.6526   5.0517  0.27959E+01  0.27959E+01  0.00000E+00  0.11903E+01  0.11806E-01  0.00000E+00  0.11785E+01  0.48970E+00
    8.5650   4.4500  21.0000   0.6557   5.0631  0.27425E+01  0.27425E+01  0.00000E+00  0.11665E+01  0.11682E-01  0.00000E+00  0.11548E+01  0.48966E+00
