Ebeam     Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    8.5650   1.5800  13.2000   0.0546   0.7151  0.71476E+02  0.71476E+02  0.00000E+00  0.73090E+02  0.26881E+02  0.00000E+00  0.46209E+02  0.43744E+00
    8.5650   1.5900  13.2000   0.0550   0.7196  0.71430E+02  0.71430E+02  0.00000E+00  0.72593E+02  0.26446E+02  0.00000E+00  0.46147E+02  0.43761E+00
    8.5650   1.6000  13.2000   0.0554   0.7241  0.71385E+02  0.71385E+02  0.00000E+00  0.72104E+02  0.26020E+02  0.00000E+00  0.46084E+02  0.43778E+00
    8.5650   1.6100  13.2000   0.0558   0.7287  0.71341E+02  0.71341E+02  0.00000E+00  0.71624E+02  0.25603E+02  0.00000E+00  0.46021E+02  0.43796E+00
    8.5650   1.6200  13.2000   0.0563   0.7332  0.71298E+02  0.71298E+02  0.00000E+00  0.71152E+02  0.25193E+02  0.00000E+00  0.45959E+02  0.43813E+00
    8.5650   1.6300  13.2000   0.0567   0.7377  0.71256E+02  0.71256E+02  0.00000E+00  0.70688E+02  0.24791E+02  0.00000E+00  0.45897E+02  0.43830E+00
    8.5650   1.6400  13.2000   0.0571   0.7423  0.71215E+02  0.71215E+02  0.00000E+00  0.70223E+02  0.24397E+02  0.00000E+00  0.45826E+02  0.43848E+00
    8.5650   1.6500  13.2000   0.0575   0.7468  0.71175E+02  0.71175E+02  0.00000E+00  0.69775E+02  0.24011E+02  0.00000E+00  0.45764E+02  0.43865E+00
    8.5650   1.6600  13.2000   0.0580   0.7513  0.71136E+02  0.71136E+02  0.00000E+00  0.69333E+02  0.23631E+02  0.00000E+00  0.45702E+02  0.43882E+00
    8.5650   1.6700  13.2000   0.0584   0.7558  0.71098E+02  0.71098E+02  0.00000E+00  0.68901E+02  0.23259E+02  0.00000E+00  0.45641E+02  0.43900E+00
    8.5650   1.6800  13.2000   0.0589   0.7604  0.71061E+02  0.71061E+02  0.00000E+00  0.68476E+02  0.22894E+02  0.00000E+00  0.45581E+02  0.43917E+00
    8.5650   1.6900  13.2000   0.0593   0.7649  0.71025E+02  0.71025E+02  0.00000E+00  0.68058E+02  0.22536E+02  0.00000E+00  0.45522E+02  0.43934E+00
    8.5650   1.7000  13.2000   0.0597   0.7694  0.70990E+02  0.70990E+02  0.00000E+00  0.67647E+02  0.22185E+02  0.00000E+00  0.45462E+02  0.43952E+00
    8.5650   1.7100  13.2000   0.0602   0.7739  0.70956E+02  0.70956E+02  0.00000E+00  0.67241E+02  0.21840E+02  0.00000E+00  0.45401E+02  0.43969E+00
    8.5650   1.7200  13.2000   0.0606   0.7785  0.70922E+02  0.70922E+02  0.00000E+00  0.66843E+02  0.21501E+02  0.00000E+00  0.45342E+02  0.43986E+00
    8.5650   1.7300  13.2000   0.0610   0.7830  0.70890E+02  0.70890E+02  0.00000E+00  0.66454E+02  0.21169E+02  0.00000E+00  0.45285E+02  0.44004E+00
    8.5650   1.7400  13.2000   0.0615   0.7875  0.70858E+02  0.70858E+02  0.00000E+00  0.66070E+02  0.20843E+02  0.00000E+00  0.45227E+02  0.44021E+00
    8.5650   1.7500  13.2000   0.0619   0.7920  0.70827E+02  0.70827E+02  0.00000E+00  0.65692E+02  0.20523E+02  0.00000E+00  0.45169E+02  0.44039E+00
    8.5650   1.7600  13.2000   0.0624   0.7966  0.70797E+02  0.70797E+02  0.00000E+00  0.65320E+02  0.20208E+02  0.00000E+00  0.45112E+02  0.44056E+00
    8.5650   1.7700  13.2000   0.0628   0.8011  0.70768E+02  0.70768E+02  0.00000E+00  0.64951E+02  0.19899E+02  0.00000E+00  0.45052E+02  0.44074E+00
    8.5650   1.7800  13.2000   0.0633   0.8056  0.70740E+02  0.70740E+02  0.00000E+00  0.64592E+02  0.19596E+02  0.00000E+00  0.44995E+02  0.44091E+00
    8.5650   1.7900  13.2000   0.0637   0.8101  0.70713E+02  0.70713E+02  0.00000E+00  0.64234E+02  0.19299E+02  0.00000E+00  0.44935E+02  0.44108E+00
    8.5650   1.8000  13.2000   0.0642   0.8147  0.70686E+02  0.70686E+02  0.00000E+00  0.63886E+02  0.19006E+02  0.00000E+00  0.44880E+02  0.44126E+00
    8.5650   1.8100  13.2000   0.0646   0.8192  0.70660E+02  0.70660E+02  0.00000E+00  0.63544E+02  0.18719E+02  0.00000E+00  0.44824E+02  0.44143E+00
    8.5650   1.8200  13.2000   0.0651   0.8237  0.70635E+02  0.70635E+02  0.00000E+00  0.63218E+02  0.18437E+02  0.00000E+00  0.44780E+02  0.44161E+00
    8.5650   1.8300  13.2000   0.0655   0.8282  0.70611E+02  0.70611E+02  0.00000E+00  0.62886E+02  0.18160E+02  0.00000E+00  0.44725E+02  0.44178E+00
    8.5650   1.8400  13.2000   0.0660   0.8328  0.70588E+02  0.70588E+02  0.00000E+00  0.62559E+02  0.17888E+02  0.00000E+00  0.44671E+02  0.44196E+00
    8.5650   1.8500  13.2000   0.0664   0.8373  0.70565E+02  0.70565E+02  0.00000E+00  0.62238E+02  0.17621E+02  0.00000E+00  0.44617E+02  0.44213E+00
    8.5650   1.8600  13.2000   0.0669   0.8418  0.70543E+02  0.70543E+02  0.00000E+00  0.61928E+02  0.17358E+02  0.00000E+00  0.44569E+02  0.44231E+00
    8.5650   1.8700  13.2000   0.0674   0.8463  0.70522E+02  0.70522E+02  0.00000E+00  0.61615E+02  0.17100E+02  0.00000E+00  0.44515E+02  0.44248E+00
    8.5650   1.8800  13.2000   0.0678   0.8509  0.70502E+02  0.70502E+02  0.00000E+00  0.61307E+02  0.16847E+02  0.00000E+00  0.44460E+02  0.44266E+00
    8.5650   1.8900  13.2000   0.0683   0.8554  0.70482E+02  0.70482E+02  0.00000E+00  0.61005E+02  0.16598E+02  0.00000E+00  0.44408E+02  0.44283E+00
    8.5650   1.9000  13.2000   0.0688   0.8599  0.70463E+02  0.70463E+02  0.00000E+00  0.60709E+02  0.16353E+02  0.00000E+00  0.44356E+02  0.44301E+00
    8.5650   1.9100  13.2000   0.0692   0.8645  0.70445E+02  0.70445E+02  0.00000E+00  0.60387E+02  0.16083E+02  0.00000E+00  0.44304E+02  0.44318E+00
    8.5650   1.9200  13.2000   0.0697   0.8690  0.70428E+02  0.70428E+02  0.00000E+00  0.60128E+02  0.15876E+02  0.00000E+00  0.44252E+02  0.44336E+00
    8.5650   1.9300  13.2000   0.0702   0.8735  0.70411E+02  0.70411E+02  0.00000E+00  0.59845E+02  0.15644E+02  0.00000E+00  0.44201E+02  0.44353E+00
    8.5650   1.9400  13.2000   0.0706   0.8780  0.70395E+02  0.70395E+02  0.00000E+00  0.59565E+02  0.15415E+02  0.00000E+00  0.44150E+02  0.44371E+00
    8.5650   1.9500  13.2000   0.0711   0.8826  0.70380E+02  0.70380E+02  0.00000E+00  0.59289E+02  0.15191E+02  0.00000E+00  0.44098E+02  0.44388E+00
    8.5650   1.9600  13.2000   0.0716   0.8871  0.70365E+02  0.70365E+02  0.00000E+00  0.59018E+02  0.14970E+02  0.00000E+00  0.44048E+02  0.44406E+00
    8.5650   1.9700  13.2000   0.0720   0.8916  0.70351E+02  0.70351E+02  0.00000E+00  0.58750E+02  0.14753E+02  0.00000E+00  0.43997E+02  0.44423E+00
    8.5650   1.9800  13.2000   0.0725   0.8961  0.70338E+02  0.70338E+02  0.00000E+00  0.58483E+02  0.14540E+02  0.00000E+00  0.43944E+02  0.44441E+00
    8.5650   1.9900  13.2000   0.0730   0.9007  0.70325E+02  0.70325E+02  0.00000E+00  0.58224E+02  0.14330E+02  0.00000E+00  0.43894E+02  0.44459E+00
    8.5650   2.0000  13.2000   0.0735   0.9052  0.70313E+02  0.70313E+02  0.00000E+00  0.57969E+02  0.14124E+02  0.00000E+00  0.43845E+02  0.44476E+00
    8.5650   2.0100  13.2000   0.0740   0.9097  0.70301E+02  0.70301E+02  0.00000E+00  0.57717E+02  0.13921E+02  0.00000E+00  0.43796E+02  0.44494E+00
    8.5650   2.0200  13.2000   0.0744   0.9142  0.70291E+02  0.70291E+02  0.00000E+00  0.57469E+02  0.13722E+02  0.00000E+00  0.43747E+02  0.44511E+00
    8.5650   2.0300  13.2000   0.0749   0.9188  0.70280E+02  0.70280E+02  0.00000E+00  0.57225E+02  0.13526E+02  0.00000E+00  0.43699E+02  0.44529E+00
    8.5650   2.0400  13.2000   0.0754   0.9233  0.70271E+02  0.70271E+02  0.00000E+00  0.56984E+02  0.13333E+02  0.00000E+00  0.43652E+02  0.44546E+00
    8.5650   2.0500  13.2000   0.0759   0.9278  0.70262E+02  0.70262E+02  0.00000E+00  0.56747E+02  0.13143E+02  0.00000E+00  0.43604E+02  0.44564E+00
    8.5650   2.0600  13.2000   0.0764   0.9323  0.70254E+02  0.70254E+02  0.00000E+00  0.56514E+02  0.12957E+02  0.00000E+00  0.43557E+02  0.44582E+00
    8.5650   2.0700  13.2000   0.0769   0.9369  0.70246E+02  0.70246E+02  0.00000E+00  0.56284E+02  0.12773E+02  0.00000E+00  0.43511E+02  0.44599E+00
    8.5650   2.0800  13.2000   0.0774   0.9414  0.70239E+02  0.70239E+02  0.00000E+00  0.56057E+02  0.12593E+02  0.00000E+00  0.43465E+02  0.44617E+00
    8.5650   2.0900  13.2000   0.0778   0.9459  0.70232E+02  0.70232E+02  0.00000E+00  0.55834E+02  0.12415E+02  0.00000E+00  0.43419E+02  0.44635E+00
    8.5650   2.1000  13.2000   0.0783   0.9504  0.70227E+02  0.70227E+02  0.00000E+00  0.55613E+02  0.12240E+02  0.00000E+00  0.43373E+02  0.44652E+00
    8.5650   2.1100  13.2000   0.0788   0.9550  0.70221E+02  0.70221E+02  0.00000E+00  0.55396E+02  0.12069E+02  0.00000E+00  0.43327E+02  0.44670E+00
    8.5650   2.1200  13.2000   0.0793   0.9595  0.70216E+02  0.70216E+02  0.00000E+00  0.55182E+02  0.11900E+02  0.00000E+00  0.43282E+02  0.44687E+00
    8.5650   2.1300  13.2000   0.0798   0.9640  0.70212E+02  0.70212E+02  0.00000E+00  0.54971E+02  0.11733E+02  0.00000E+00  0.43237E+02  0.44705E+00
    8.5650   2.1400  13.2000   0.0803   0.9685  0.70209E+02  0.70209E+02  0.00000E+00  0.54762E+02  0.11570E+02  0.00000E+00  0.43193E+02  0.44723E+00
    8.5650   2.1500  13.2000   0.0808   0.9731  0.70206E+02  0.70206E+02  0.00000E+00  0.54557E+02  0.11409E+02  0.00000E+00  0.43148E+02  0.44740E+00
    8.5650   2.1600  13.2000   0.0813   0.9776  0.70203E+02  0.70203E+02  0.00000E+00  0.54353E+02  0.11250E+02  0.00000E+00  0.43103E+02  0.44758E+00
    8.5650   2.1700  13.2000   0.0818   0.9821  0.70201E+02  0.70201E+02  0.00000E+00  0.54153E+02  0.11095E+02  0.00000E+00  0.43058E+02  0.44776E+00
    8.5650   2.1800  13.2000   0.0823   0.9867  0.70200E+02  0.70200E+02  0.00000E+00  0.53956E+02  0.10941E+02  0.00000E+00  0.43015E+02  0.44793E+00
    8.5650   2.1900  13.2000   0.0829   0.9912  0.70199E+02  0.70199E+02  0.00000E+00  0.53762E+02  0.10790E+02  0.00000E+00  0.42972E+02  0.44811E+00
    8.5650   2.2000  13.2000   0.0834   0.9957  0.70198E+02  0.70198E+02  0.00000E+00  0.53571E+02  0.10642E+02  0.00000E+00  0.42930E+02  0.44829E+00
    8.5650   2.2100  13.2000   0.0839   1.0002  0.70198E+02  0.70198E+02  0.00000E+00  0.53382E+02  0.10495E+02  0.00000E+00  0.42887E+02  0.44846E+00
    8.5650   2.2200  13.2000   0.0844   1.0048  0.70199E+02  0.70199E+02  0.00000E+00  0.53197E+02  0.10351E+02  0.00000E+00  0.42845E+02  0.44864E+00
    8.5650   2.2300  13.2000   0.0849   1.0093  0.70200E+02  0.70200E+02  0.00000E+00  0.53016E+02  0.10210E+02  0.00000E+00  0.42806E+02  0.44882E+00
    8.5650   2.2400  13.2000   0.0854   1.0138  0.70202E+02  0.70202E+02  0.00000E+00  0.52836E+02  0.10070E+02  0.00000E+00  0.42765E+02  0.44899E+00
    8.5650   2.2500  13.2000   0.0859   1.0183  0.70204E+02  0.70204E+02  0.00000E+00  0.52657E+02  0.99331E+01  0.00000E+00  0.42724E+02  0.44917E+00
    8.5650   2.2600  13.2000   0.0865   1.0229  0.70206E+02  0.70206E+02  0.00000E+00  0.52479E+02  0.97980E+01  0.00000E+00  0.42681E+02  0.44935E+00
    8.5650   2.2700  13.2000   0.0870   1.0274  0.70209E+02  0.70209E+02  0.00000E+00  0.52309E+02  0.96650E+01  0.00000E+00  0.42644E+02  0.44953E+00
    8.5650   2.2800  13.2000   0.0875   1.0319  0.70213E+02  0.70213E+02  0.00000E+00  0.52139E+02  0.95341E+01  0.00000E+00  0.42605E+02  0.44970E+00
    8.5650   2.2900  13.2000   0.0880   1.0364  0.70217E+02  0.70217E+02  0.00000E+00  0.51970E+02  0.94052E+01  0.00000E+00  0.42565E+02  0.44988E+00
    8.5650   2.3000  13.2000   0.0885   1.0410  0.70221E+02  0.70221E+02  0.00000E+00  0.51803E+02  0.92783E+01  0.00000E+00  0.42525E+02  0.45006E+00
    8.5650   2.3100  13.2000   0.0891   1.0455  0.70226E+02  0.70226E+02  0.00000E+00  0.51634E+02  0.91534E+01  0.00000E+00  0.42481E+02  0.45023E+00
    8.5650   2.3200  13.2000   0.0896   1.0500  0.70232E+02  0.70232E+02  0.00000E+00  0.51472E+02  0.90303E+01  0.00000E+00  0.42442E+02  0.45041E+00
    8.5650   2.3300  13.2000   0.0901   1.0545  0.70238E+02  0.70238E+02  0.00000E+00  0.51313E+02  0.89092E+01  0.00000E+00  0.42404E+02  0.45059E+00
    8.5650   2.3400  13.2000   0.0907   1.0591  0.70244E+02  0.70244E+02  0.00000E+00  0.51155E+02  0.87899E+01  0.00000E+00  0.42365E+02  0.45077E+00
    8.5650   2.3500  13.2000   0.0912   1.0636  0.70251E+02  0.70251E+02  0.00000E+00  0.50999E+02  0.86724E+01  0.00000E+00  0.42327E+02  0.45094E+00
    8.5650   2.3600  13.2000   0.0917   1.0681  0.70258E+02  0.70258E+02  0.00000E+00  0.50846E+02  0.85568E+01  0.00000E+00  0.42289E+02  0.45112E+00
    8.5650   2.3700  13.2000   0.0923   1.0726  0.70265E+02  0.70265E+02  0.00000E+00  0.50695E+02  0.84429E+01  0.00000E+00  0.42252E+02  0.45130E+00
    8.5650   2.3800  13.2000   0.0928   1.0772  0.70273E+02  0.70273E+02  0.00000E+00  0.50547E+02  0.83307E+01  0.00000E+00  0.42216E+02  0.45147E+00
    8.5650   2.3900  13.2000   0.0933   1.0817  0.70282E+02  0.70282E+02  0.00000E+00  0.50399E+02  0.82202E+01  0.00000E+00  0.42179E+02  0.45165E+00
    8.5650   2.4000  13.2000   0.0939   1.0862  0.70291E+02  0.70291E+02  0.00000E+00  0.50254E+02  0.81114E+01  0.00000E+00  0.42143E+02  0.45183E+00
    8.5650   2.4100  13.2000   0.0944   1.0908  0.70300E+02  0.70300E+02  0.00000E+00  0.50111E+02  0.80042E+01  0.00000E+00  0.42107E+02  0.45201E+00
    8.5650   2.4200  13.2000   0.0950   1.0953  0.70310E+02  0.70310E+02  0.00000E+00  0.49969E+02  0.78987E+01  0.00000E+00  0.42071E+02  0.45218E+00
    8.5650   2.4300  13.2000   0.0955   1.0998  0.70320E+02  0.70320E+02  0.00000E+00  0.49829E+02  0.77947E+01  0.00000E+00  0.42034E+02  0.45236E+00
    8.5650   2.4400  13.2000   0.0961   1.1043  0.70330E+02  0.70330E+02  0.00000E+00  0.49691E+02  0.76923E+01  0.00000E+00  0.41999E+02  0.45254E+00
    8.5650   2.4500  13.2000   0.0966   1.1089  0.70341E+02  0.70341E+02  0.00000E+00  0.49556E+02  0.75914E+01  0.00000E+00  0.41964E+02  0.45272E+00
    8.5650   2.4600  13.2000   0.0972   1.1134  0.70352E+02  0.70352E+02  0.00000E+00  0.49427E+02  0.74920E+01  0.00000E+00  0.41935E+02  0.45289E+00
    8.5650   2.4700  13.2000   0.0977   1.1179  0.70364E+02  0.70364E+02  0.00000E+00  0.49292E+02  0.73942E+01  0.00000E+00  0.41898E+02  0.45307E+00
    8.5650   2.4800  13.2000   0.0983   1.1224  0.70376E+02  0.70376E+02  0.00000E+00  0.49159E+02  0.72977E+01  0.00000E+00  0.41861E+02  0.45325E+00
    8.5650   2.4900  13.2000   0.0989   1.1270  0.70388E+02  0.70388E+02  0.00000E+00  0.49030E+02  0.72027E+01  0.00000E+00  0.41828E+02  0.45343E+00
    8.5650   2.5000  13.2000   0.0994   1.1315  0.70401E+02  0.70401E+02  0.00000E+00  0.48903E+02  0.71091E+01  0.00000E+00  0.41794E+02  0.45360E+00
    8.5650   2.5100  13.2000   0.1000   1.1360  0.70414E+02  0.70414E+02  0.00000E+00  0.48776E+02  0.70169E+01  0.00000E+00  0.41759E+02  0.45378E+00
    8.5650   2.5200  13.2000   0.1005   1.1405  0.70427E+02  0.70427E+02  0.00000E+00  0.48652E+02  0.69260E+01  0.00000E+00  0.41726E+02  0.45396E+00
    8.5650   2.5300  13.2000   0.1011   1.1451  0.70441E+02  0.70441E+02  0.00000E+00  0.48531E+02  0.68365E+01  0.00000E+00  0.41694E+02  0.45414E+00
    8.5650   2.5400  13.2000   0.1017   1.1496  0.70455E+02  0.70455E+02  0.00000E+00  0.48410E+02  0.67483E+01  0.00000E+00  0.41662E+02  0.45431E+00
    8.5650   2.5500  13.2000   0.1022   1.1541  0.70470E+02  0.70470E+02  0.00000E+00  0.48292E+02  0.66614E+01  0.00000E+00  0.41630E+02  0.45449E+00
    8.5650   2.5600  13.2000   0.1028   1.1586  0.70484E+02  0.70484E+02  0.00000E+00  0.48174E+02  0.65758E+01  0.00000E+00  0.41599E+02  0.45467E+00
    8.5650   2.5700  13.2000   0.1034   1.1632  0.70500E+02  0.70500E+02  0.00000E+00  0.48059E+02  0.64914E+01  0.00000E+00  0.41568E+02  0.45485E+00
    8.5650   2.5800  13.2000   0.1040   1.1677  0.70515E+02  0.70515E+02  0.00000E+00  0.47945E+02  0.64082E+01  0.00000E+00  0.41537E+02  0.45503E+00
    8.5650   2.5900  13.2000   0.1045   1.1722  0.70531E+02  0.70531E+02  0.00000E+00  0.47832E+02  0.63263E+01  0.00000E+00  0.41506E+02  0.45520E+00
    8.5650   2.6000  13.2000   0.1051   1.1767  0.70547E+02  0.70547E+02  0.00000E+00  0.47721E+02  0.62455E+01  0.00000E+00  0.41475E+02  0.45538E+00
    8.5650   2.6100  13.2000   0.1057   1.1813  0.70563E+02  0.70563E+02  0.00000E+00  0.47611E+02  0.61659E+01  0.00000E+00  0.41445E+02  0.45556E+00
    8.5650   2.6200  13.2000   0.1063   1.1858  0.70580E+02  0.70580E+02  0.00000E+00  0.47503E+02  0.60875E+01  0.00000E+00  0.41415E+02  0.45574E+00
    8.5650   2.6300  13.2000   0.1069   1.1903  0.70597E+02  0.70597E+02  0.00000E+00  0.47396E+02  0.60102E+01  0.00000E+00  0.41386E+02  0.45591E+00
    8.5650   2.6400  13.2000   0.1075   1.1948  0.70614E+02  0.70614E+02  0.00000E+00  0.47290E+02  0.59340E+01  0.00000E+00  0.41356E+02  0.45609E+00
    8.5650   2.6500  13.2000   0.1081   1.1994  0.70632E+02  0.70632E+02  0.00000E+00  0.47186E+02  0.58589E+01  0.00000E+00  0.41327E+02  0.45627E+00
    8.5650   2.6600  13.2000   0.1086   1.2039  0.70650E+02  0.70650E+02  0.00000E+00  0.47082E+02  0.57849E+01  0.00000E+00  0.41297E+02  0.45645E+00
    8.5650   2.6700  13.2000   0.1092   1.2084  0.70668E+02  0.70668E+02  0.00000E+00  0.46977E+02  0.57092E+01  0.00000E+00  0.41267E+02  0.45662E+00
    8.5650   2.6800  13.2000   0.1098   1.2130  0.70686E+02  0.70686E+02  0.00000E+00  0.46876E+02  0.56373E+01  0.00000E+00  0.41239E+02  0.45680E+00
    8.5650   2.6900  13.2000   0.1104   1.2175  0.70705E+02  0.70705E+02  0.00000E+00  0.46778E+02  0.55666E+01  0.00000E+00  0.41211E+02  0.45698E+00
    8.5650   2.7000  13.2000   0.1110   1.2220  0.70724E+02  0.70724E+02  0.00000E+00  0.46680E+02  0.54967E+01  0.00000E+00  0.41184E+02  0.45716E+00
    8.5650   2.7100  13.2000   0.1116   1.2265  0.70743E+02  0.70743E+02  0.00000E+00  0.46584E+02  0.54278E+01  0.00000E+00  0.41156E+02  0.45733E+00
    8.5650   2.7200  13.2000   0.1122   1.2311  0.70763E+02  0.70763E+02  0.00000E+00  0.46488E+02  0.53599E+01  0.00000E+00  0.41128E+02  0.45751E+00
    8.5650   2.7300  13.2000   0.1128   1.2356  0.70783E+02  0.70783E+02  0.00000E+00  0.46394E+02  0.52929E+01  0.00000E+00  0.41101E+02  0.45769E+00
    8.5650   2.7400  13.2000   0.1134   1.2401  0.70803E+02  0.70803E+02  0.00000E+00  0.46302E+02  0.52269E+01  0.00000E+00  0.41075E+02  0.45787E+00
    8.5650   2.7500  13.2000   0.1141   1.2446  0.70823E+02  0.70823E+02  0.00000E+00  0.46219E+02  0.51618E+01  0.00000E+00  0.41058E+02  0.45804E+00
    8.5650   2.7600  13.2000   0.1147   1.2492  0.70843E+02  0.70843E+02  0.00000E+00  0.46129E+02  0.50977E+01  0.00000E+00  0.41031E+02  0.45822E+00
    8.5650   2.7700  13.2000   0.1153   1.2537  0.70864E+02  0.70864E+02  0.00000E+00  0.46040E+02  0.50344E+01  0.00000E+00  0.41005E+02  0.45840E+00
    8.5650   2.7800  13.2000   0.1159   1.2582  0.70885E+02  0.70885E+02  0.00000E+00  0.45951E+02  0.49721E+01  0.00000E+00  0.40979E+02  0.45858E+00
    8.5650   2.7900  13.2000   0.1165   1.2627  0.70906E+02  0.70906E+02  0.00000E+00  0.45864E+02  0.49106E+01  0.00000E+00  0.40953E+02  0.45875E+00
    8.5650   2.8000  13.2000   0.1171   1.2673  0.70928E+02  0.70928E+02  0.00000E+00  0.45777E+02  0.48498E+01  0.00000E+00  0.40927E+02  0.45893E+00
    8.5650   2.8100  13.2000   0.1178   1.2718  0.70949E+02  0.70949E+02  0.00000E+00  0.45692E+02  0.47901E+01  0.00000E+00  0.40902E+02  0.45911E+00
    8.5650   2.8200  13.2000   0.1184   1.2763  0.70971E+02  0.70971E+02  0.00000E+00  0.45596E+02  0.47311E+01  0.00000E+00  0.40865E+02  0.45928E+00
    8.5650   2.8300  13.2000   0.1190   1.2808  0.70993E+02  0.70993E+02  0.00000E+00  0.45520E+02  0.46730E+01  0.00000E+00  0.40847E+02  0.45946E+00
    8.5650   2.8400  13.2000   0.1196   1.2854  0.71016E+02  0.71016E+02  0.00000E+00  0.45445E+02  0.46156E+01  0.00000E+00  0.40829E+02  0.45964E+00
    8.5650   2.8500  13.2000   0.1203   1.2899  0.71038E+02  0.71038E+02  0.00000E+00  0.45355E+02  0.45579E+01  0.00000E+00  0.40797E+02  0.45982E+00
    8.5650   2.8600  13.2000   0.1209   1.2944  0.71061E+02  0.71061E+02  0.00000E+00  0.44982E+02  0.45022E+01  0.00000E+00  0.40480E+02  0.45999E+00
    8.5650   2.8700  13.2000   0.1215   1.2989  0.71084E+02  0.71084E+02  0.00000E+00  0.45186E+02  0.44472E+01  0.00000E+00  0.40739E+02  0.46017E+00
    8.5650   2.8800  13.2000   0.1222   1.3035  0.71107E+02  0.71107E+02  0.00000E+00  0.45108E+02  0.43930E+01  0.00000E+00  0.40715E+02  0.46035E+00
    8.5650   2.8900  13.2000   0.1228   1.3080  0.71130E+02  0.71130E+02  0.00000E+00  0.45031E+02  0.43396E+01  0.00000E+00  0.40691E+02  0.46052E+00
    8.5650   2.9000  13.2000   0.1235   1.3125  0.71153E+02  0.71153E+02  0.00000E+00  0.44954E+02  0.42868E+01  0.00000E+00  0.40668E+02  0.46070E+00
    8.5650   2.9100  13.2000   0.1241   1.3170  0.71177E+02  0.71177E+02  0.00000E+00  0.44879E+02  0.42348E+01  0.00000E+00  0.40644E+02  0.46088E+00
    8.5650   2.9200  13.2000   0.1248   1.3216  0.71201E+02  0.71201E+02  0.00000E+00  0.44804E+02  0.41836E+01  0.00000E+00  0.40621E+02  0.46105E+00
    8.5650   2.9300  13.2000   0.1254   1.3261  0.71225E+02  0.71225E+02  0.00000E+00  0.44730E+02  0.41330E+01  0.00000E+00  0.40597E+02  0.46123E+00
    8.5650   2.9400  13.2000   0.1261   1.3306  0.71249E+02  0.71249E+02  0.00000E+00  0.44657E+02  0.40831E+01  0.00000E+00  0.40574E+02  0.46141E+00
    8.5650   2.9500  13.2000   0.1267   1.3352  0.71273E+02  0.71273E+02  0.00000E+00  0.44585E+02  0.40339E+01  0.00000E+00  0.40552E+02  0.46158E+00
    8.5650   2.9600  13.2000   0.1274   1.3397  0.71297E+02  0.71297E+02  0.00000E+00  0.44514E+02  0.39854E+01  0.00000E+00  0.40529E+02  0.46176E+00
    8.5650   2.9700  13.2000   0.1280   1.3442  0.71322E+02  0.71322E+02  0.00000E+00  0.44444E+02  0.39375E+01  0.00000E+00  0.40507E+02  0.46194E+00
    8.5650   2.9800  13.2000   0.1287   1.3487  0.71346E+02  0.71346E+02  0.00000E+00  0.44369E+02  0.38903E+01  0.00000E+00  0.40479E+02  0.46211E+00
    8.5650   2.9900  13.2000   0.1294   1.3533  0.71371E+02  0.71371E+02  0.00000E+00  0.44301E+02  0.38438E+01  0.00000E+00  0.40457E+02  0.46229E+00
    8.5650   3.0000  13.2000   0.1300   1.3578  0.71396E+02  0.71396E+02  0.00000E+00  0.44234E+02  0.37978E+01  0.00000E+00  0.40436E+02  0.46247E+00
    8.5650   3.0100  13.2000   0.1307   1.3623  0.71421E+02  0.71421E+02  0.00000E+00  0.44169E+02  0.37525E+01  0.00000E+00  0.40416E+02  0.46264E+00
    8.5650   3.0200  13.2000   0.1314   1.3668  0.71446E+02  0.71446E+02  0.00000E+00  0.44103E+02  0.37078E+01  0.00000E+00  0.40395E+02  0.46282E+00
    8.5650   3.0300  13.2000   0.1320   1.3714  0.71471E+02  0.71471E+02  0.00000E+00  0.44039E+02  0.36637E+01  0.00000E+00  0.40376E+02  0.46299E+00
    8.5650   3.0400  13.2000   0.1327   1.3759  0.71497E+02  0.71497E+02  0.00000E+00  0.43979E+02  0.36202E+01  0.00000E+00  0.40358E+02  0.46317E+00
    8.5650   3.0500  13.2000   0.1334   1.3804  0.71522E+02  0.71522E+02  0.00000E+00  0.43917E+02  0.35773E+01  0.00000E+00  0.40340E+02  0.46335E+00
    8.5650   3.0600  13.2000   0.1341   1.3849  0.71548E+02  0.71548E+02  0.00000E+00  0.43854E+02  0.35344E+01  0.00000E+00  0.40319E+02  0.46352E+00
    8.5650   3.0700  13.2000   0.1347   1.3895  0.71573E+02  0.71573E+02  0.00000E+00  0.43791E+02  0.34927E+01  0.00000E+00  0.40299E+02  0.46370E+00
    8.5650   3.0800  13.2000   0.1354   1.3940  0.71599E+02  0.71599E+02  0.00000E+00  0.43730E+02  0.34515E+01  0.00000E+00  0.40278E+02  0.46387E+00
    8.5650   3.0900  13.2000   0.1361   1.3985  0.71625E+02  0.71625E+02  0.00000E+00  0.43669E+02  0.34108E+01  0.00000E+00  0.40258E+02  0.46405E+00
    8.5650   3.1000  13.2000   0.1368   1.4030  0.71651E+02  0.71651E+02  0.00000E+00  0.43608E+02  0.33707E+01  0.00000E+00  0.40237E+02  0.46422E+00
    8.5650   3.1100  13.2000   0.1375   1.4076  0.71677E+02  0.71677E+02  0.00000E+00  0.43548E+02  0.33311E+01  0.00000E+00  0.40217E+02  0.46440E+00
