run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,counts,normyields
24879,08/14,15:20,10.67,45,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4320,389.22
24880,08/14,15:27,10.67,40,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,28243,386.19
24881,08/14,16:07,10.67,40,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,28917,394.12
24882,08/14,16:45,10.67,27,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,18324,400.77
24883,08/14,17:17,10.67,13,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9176,414.86
24884,08/14,17:52,10.67,40,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24885,08/14,18:09,10.67,40,LD2,-3.642,16.75,6.538,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24886,08/14,21:42,10.67,55,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,18238,238.34
24887,08/14,22:15,10.67,55,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,14717,237.42
24888,08/14,22:46,10.67,55,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,0,-1,PI+SIDIS,18384,251.32
24889,08/14,23:18,10.67,37,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,15567,246.67
24890,08/14,23:52,10.67,18,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8828,253.25
24891,08/15,0:38,10.67,55,LH2,-3.642,16.75,6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24892,08/15,1:03,10.67,55,LH2,-3.642,16.75,6.538,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24893,08/15,1:35,10.67,40,Dummy,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,6448,102.13
24894,08/15,2:07,10.67,40,Dummy,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7472,103.86
24895,08/15,2:39,10.67,40,Dummy,-3.642,16.75,6.538,7.51,-1,-1,-1,2,-1,-1,HMSDIS,-111,-111.00
24896,08/15,3:00,10.67,40,Dummy,-3.642,16.75,6.538,7.51,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24897,08/15,3:44,10.67,50,Carbon,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,11655,201.60
24898,08/15,4:25,10.67,50,Carbon,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,28417,202.07
24899,08/15,5:17,10.67,25,Carbon,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8771,209.96
24900,08/15,5:53,10.67,50,Carbon,-3.642,16.75,6.538,7.51,-1,-1,-1,4,-1,-1,HMSDIS,-111,-111.00
24901,08/15,6:16,10.67,50,Carbon,-3.642,16.75,6.538,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24902,08/15,6:59,10.67,50,Copper,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4798,95.73
24903,08/15,7:31,10.67,60,Copper,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,13111,93.94
24905,08/15,12:01,10.67,50,Copper,-3.642,16.75,6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24906,08/15,12:18,10.67,50,Copper,-3.642,16.75,6.538,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24907,08/15,13:19,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,14847,488.34
24908,08/15,14:10,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,16947,486.83
24909,08/15,14:45,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9056,506.76
24910,08/15,15:23,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8456,501.77
24911,08/15,16:00,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24912,08/15,16:19,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24913,08/15,16:48,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,18817,271.53
24914,08/15,17:24,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7411,272.30
24915,08/15,17:51,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,11895,274.14
24916,08/15,18:18,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,0,-1,PI+SIDIS,11638,296.83
24917,08/15,19:03,10.67,25.3,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,1503,271.76
24920,08/15,21:34,10.67,25.3,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,13348,282.58
24921,08/15,22:11,10.67,12.7,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,6517,283.28
24922,08/15,22:47,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,2,-1,-1,HMSDIS,-111,-111.00
24923,08/15,23:06,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24924,08/15,23:34,10.67,40,Dummy,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,10557,144.29
24925,08/16,0:23,10.67,40,Dummy,-3.642,16.75,4.868,7.51,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24926,08/16,0:42,10.67,40,Dummy,-3.642,16.75,4.868,7.51,-1,0,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24927,08/16,1:21,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,6087,271.36
24928,08/16,11:40,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,17630,273.29
24929,08/16,12:15,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,11033,271.08
24930,08/16,12:38,10.67,17.5,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8423,274.08
24931,08/16,13:12,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24932,08/16,13:36,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24933,08/16,14:11,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,10895,144.55
24934,08/16,14:47,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9878,144.45
24935,08/16,15:22,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9562,141.79
24936,08/16,15:57,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00
24937,08/16,15:57,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24938,08/16,16:53,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,16853,483.23
24939,08/16,17:26,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7411,480.94
24943,08/16,17:52,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,18551,475.73
24944,08/16,18:31,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,17765,489.75
24945,08/16,19:10,10.67,19,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,12186,484.83
24946,08/16,19:36,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8856,496.64
24947,08/16,20:09,10.67,9.5,LD2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8708,500.74
24948,08/16,20:49,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,21004,268.35
24949,08/16,21:33,10.67,38,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,19096,273.60
24950,08/16,22:06,10.67,25.3,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,12853,276.80
24951,08/16,22:41,10.67,12.6,LH2,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7537,279.02
24952,08/16,23:32,10.67,40,Dummy,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,12453,141.52
24953,08/17,0:34,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,17253,271.93
24954,08/17,1:07,10.67,35,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,16786,274.48
24955,08/17,1:43,10.67,17,Carbon,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8453,274.83
24956,08/17,2:24,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,6010,144.40
24957,08/17,3:23,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5159,140.78
24958,08/17,3:40,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9915,142.11
24959,08/17,4:12,10.67,40,Copper,-3.642,16.75,4.868,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,10152,140.96
24960,08/17,5:15,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,1151,478.84
24961,08/17,5:45,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7193,502.69
24962,08/17,6:20,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,6595,493.27
24964,08/17,6:59,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7284,508.55
24965,08/17,7:38,10.67,4,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4693,532.96
24966,08/17,8:23,10.67,4,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,3678,516.80
24967,08/17,9:02,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24968,08/17,9:25,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24969,08/17,9:57,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8540,285.90
24970,08/17,11:30,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9254,278.92
24971,08/17,12:04,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,9202,283.40
24972,08/17,12:39,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,0,-1,PI+SIDIS,9782,312.09
24974,08/17,13:17,10.67,9,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4769,286.23
24975,08/17,13:52,10.67,9,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4896,298.75
24978,08/17,14:37,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24980,08/17,14:58,10.67,18,LH2,-3.642,16.75,3.632,7.51,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24981,08/17,15:27,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5373,150.24
24982,08/17,16:01,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5776,158.68
24983,08/17,16:36,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24984,08/17,16:52,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24985,08/17,17:19,10.67,15,Carbon,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8233,281.94
24986,08/17,17:55,10.67,15,Carbon,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,8163,285.71
24987,08/17,18:31,10.67,15,Carbon,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7298,278.61
24988,08/17,19:03,10.67,7.5,Carbon,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,3675,297.69
24989,08/17,19:36,10.67,15,Carbon,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24990,08/17,19:53,10.67,15,Carbon,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24991,08/17,20:22,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5229,160.98
24992,08/17,20:55,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4775,153.07
24994,08/17,21:49,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5087,149.51
24995,08/17,22:27,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4838,154.84
24996,08/17,23:02,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24997,08/17,23:25,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,6,-1,-1,-1,0,SHMSDIS,-111,-111.00
24998,08/17,23:52,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7703,497.34
24999,08/18,0:28,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7345,482.78
25000,08/18,1:08,10.67,4,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,3896,520.88
25001,08/18,1:44,10.67,4,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,3584,521.91
25002,08/18,2:31,10.67,9,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4778,291.41
25003,08/18,3:06,10.67,9,LH2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4432,291.43
25004,08/18,3:46,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5650,150.81
25005,08/18,4:20,10.67,20,Dummy,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,5119,153.11
25006,08/18,6:24,10.67,17,Copper,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4828,154.88
25007,08/18,7:12,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,7323,507.04
25008,08/18,7:44,10.67,8,LD2,-3.642,16.75,3.632,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,883,464.33
