run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,counts,normyields
24447,08/01,10:37,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,857,35.17
24448,08/01,11:08,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,366,37.18
24449,08/01,11:44,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,987,35.12
24450,08/01,12:16,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,1022,35.88
24451,08/01,12:47,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,924,35.44
24452,08/01,13:18,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,975,33.30
24453,08/01,13:49,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,1014,36.28
24454,08/01,14:20,8.565,8,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,618,40.22
24455,08/01,14:56,8.565,8,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24456,08/01,15:11,8.565,8,LH2,-1.531,29.05,2.615,7.87,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00
24458,08/01,15:59,8.565,8,LH2,-1.531,29.05,2.615,7.87,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24460,08/01,16:31,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,575,16.64
24461,08/01,17:02,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,204,20.78
24463,08/01,17:24,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,482,19.69
24464,08/01,17:46,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,593,17.00
24465,08/01,18:20,8.565,10,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24466,08/01,18:39,8.565,10,Dummy,-1.531,29.05,2.615,7.87,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00
24468,08/01,18:57,8.565,10,Dummy,-1.531,29.05,2.615,7.87,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24469,08/01,19:24,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,755,36.67
24470,08/01,19:55,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,738,36.84
24471,08/01,20:27,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,779,35.31
24472,08/01,20:58,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,442,34.19
24473,08/01,21:52,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,214,35.69
24474,08/01,22:03,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,841,35.32
24475,08/01,22:39,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,822,38.43
24476,08/01,23:11,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,726,34.08
24477,08/01,23:44,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,743,37.09
24478,08/02,0:13,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,836,36.15
24479,08/02,0:46,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,730,39.25
24480,08/02,1:20,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,417,38.38
24481,08/02,1:54,8.565,6,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24482,08/02,2:35,8.565,6,Carbon,-1.531,29.05,2.615,7.87,-1,-1,0,-1,-1,-1,HMSDIS,-111,-111.00
24483,08/02,2:49,8.565,6,Carbon,-1.531,29.05,2.615,7.87,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00
24484,08/02,3:11,8.565,6,Carbon,-1.531,29.05,2.615,7.87,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24485,08/02,3:40,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,297,18.49
24486,08/02,4:11,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,443,21.45
24487,08/02,4:42,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,462,23.55
24488,08/02,5:13,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,412,21.82
24489,08/02,5:45,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,337,20.56
24490,08/02,6:15,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,440,23.95
24491,08/02,6:46,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,398,21.02
24492,08/02,7:16,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,389,20.21
24493,08/02,7:46,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,480,22.47
24494,08/02,8:18,8.565,12,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,437,21.49
24495,08/02,8:18,8.565,6,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24496,08/02,9:09,8.565,6,Copper,-1.531,29.05,2.615,7.87,-1,-1,0,-1,-1,-1,HMSDIS,-111,-111.00
24497,08/02,9:29,8.565,6,Copper,-1.531,29.05,2.615,7.87,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24498,08/02,9:47,8.565,6,Copper,-1.531,29.05,2.615,7.87,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00
24499,08/02,10:07,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,500,21.49
24500,08/02,10:37,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,536,21.10
24501,08/02,11:23,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,685,54.87
24502,08/02,11:23,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,847,61.75
24503,08/02,11:53,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,812,56.68
24504,08/02,12:55,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,788,60.55
24505,08/02,13:26,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,768,56.11
24506,08/02,13:58,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,875,62.07
24507,08/02,14:28,8.565,8,LD2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,737,55.68
24508,08/02,15:12,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,634,33.58
24509,08/02,17:54,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,846,30.54
24510,08/02,18:31,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,800,31.81
24511,08/02,19:02,8.565,16,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,946,33.07
24512,08/02,19:33,8.565,8,LH2,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,582,38.20
24513,08/02,20:13,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,521,16.48
24514,08/02,20:44,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,619,18.32
24515,08/02,21:14,8.565,20,Dummy,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,623,18.97
24516,08/02,21:49,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,752,37.99
24517,08/02,22:22,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,482,34.45
24521,08/02,23:02,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,729,36.31
24522,08/02,23:33,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,777,36.36
24523,08/03,0:05,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,600,33.07
24524,08/03,0:37,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,680,33.18
24525,08/03,1:10,8.565,12,Carbon,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,427,41.85
24526,08/03,1:47,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,534,22.01
24527,08/03,2:19,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,543,21.84
24528,08/03,2:51,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,409,18.91
24529,08/03,3:23,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,563,21.07
24530,08/03,4:03,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,534,21.79
24531,08/03,4:35,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,511,21.57
24532,08/03,5:07,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,494,20.28
24533,08/03,5:39,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,483,19.64
24534,08/03,6:11,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,567,22.35
24535,08/03,6:51,8.565,14,Copper,-1.531,29.05,2.615,7.87,-1,-1,-1,-1,-1,0,PI+SIDIS,550,22.29
24611,08/05,21:01,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,312,47.31
24612,08/05,21:29,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2983,43.27
24613,08/05,22:01,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2919,43.14
24614,08/05,22:32,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2861,44.38
24615,08/05,23:04,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2879,43.45
24616,08/05,23:36,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2870,43.44
24617,08/06,0:07,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2958,43.80
24618,08/06,0:39,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2594,43.42
24619,08/06,1:10,8.565,27,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,780,36.32
24620,08/06,1:51,8.565,27,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,127,44.34
24621,08/06,23:07,8.565,27,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2031,44.74
24622,08/06,23:39,8.565,13,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1097,50.17
24625,08/07,1:39,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24626,08/07,2:00,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,2,-1,-1,HMSDIS,-111,-111.00
24627,08/07,2:53,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1684,26.02
24628,08/07,3:24,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,0,-1,PI+SIDIS,1402,28.34
24629,08/07,3:55,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1846,25.93
24630,08/07,4:28,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1655,26.38
24631,08/07,5:00,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2154,26.21
24632,08/07,5:31,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2099,25.72
24633,08/07,6:01,8.565,48,LH2,-1.532,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,640,26.94
24634,08/07,6:49,8.565,48,LH2,-1.532,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2024,26.20
24635,08/07,7:21,8.565,32,LH2,-1.532,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1382,26.83
24636,08/07,7:54,8.565,16,LH2,-1.532,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,972,28.90
24637,08/07,8:44,8.565,16,LH2,-1.532,29.05,3.632,11.07,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24638,08/07,9:06,8.565,16,LH2,-1.532,29.05,3.632,11.07,-1,0,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24640,08/07,19:23,8.565,48,LH2,-1.531,29.05,3.632,11.07,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24641,08/07,19:53,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,777,14.80
24642,08/07,20:25,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1062,14.72
24643,08/07,20:56,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,817,14.54
24644,08/07,21:29,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24645,08/07,21:47,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24646,08/07,22:31,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2255,28.28
24647,08/07,23:06,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2237,28.31
24648,08/07,23:39,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1941,28.38
24649,08/08,0:10,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2062,28.62
24650,08/08,0:41,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2093,28.90
24651,08/08,1:12,8.565,24,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1137,29.26
24652,08/08,1:45,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,-1,-1,2,-1,-1,HMSDIS,-111,-111.00
24653,08/08,2:02,8.565,48,Carbon,-1.531,29.05,3.632,11.07,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24654,08/08,2:34,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1224,16.67
24655,08/08,3:05,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1353,17.37
24656,08/08,3:37,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1242,14.79
24657,08/08,4:04,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1150,15.37
24658,08/08,4:40,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1196,15.31
24659,08/08,5:11,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1370,16.10
24660,08/08,5:41,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,789,15.80
24661,08/08,6:25,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1148,14.56
24662,08/08,6:55,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1305,16.60
24663,08/08,7:29,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24664,08/08,7:46,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00
24665,08/08,7:51,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24666,08/08,8:28,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,4002,44.01
24667,08/08,9:07,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2707,44.66
24668,08/08,11:01,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,3162,45.01
24669,08/08,11:34,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,3199,45.02
24670,08/08,12:08,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2818,43.62
24671,08/08,12:42,8.565,40,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2894,42.59
24672,08/08,13:15,8.565,27,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2845,46.23
24673,08/08,13:57,8.565,14,LD2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1277,50.02
24674,08/08,14:35,8.565,60,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,3197,25.96
24675,08/08,15:29,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2491,25.58
24676,08/08,16:02,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2141,26.46
24677,08/08,16:33,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2302,25.32
24678,08/08,17:04,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2190,25.74
24679,08/08,17:34,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2152,27.62
24680,08/08,18:05,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,2911,26.36
24681,08/08,18:48,8.565,37,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1831,27.56
24682,08/08,19:21,8.565,18,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,845,27.01
24683,08/08,19:54,8.565,55,LH2,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,665,25.64
24684,08/08,20:23,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,925,14.38
24685,08/08,20:54,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1002,13.96
24686,08/08,21:25,8.565,40,Dummy,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,956,13.87
24687,08/08,22:01,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1240,15.73
24688,08/08,22:32,8.565,48,Copper,-1.531,29.05,3.632,11.07,-1,-1,-1,-1,-1,0,PI+SIDIS,1444,16.90
24779,08/11,13:11,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,-1,0,PI+SIDIS,1450,14.74
24780,08/11,13:47,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,0,-1,PI+SIDIS,975,16.19
24781,08/11,14:22,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,-1,0,PI+SIDIS,1372,14.70
24782,08/11,14:52,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,-1,0,PI+SIDIS,1475,14.84
24783,08/11,15:33,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,-1,0,PI+SIDIS,1194,15.08
24784,08/11,16:06,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,1,-1,0,PI+SIDIS,1373,14.74
24785,08/11,16:37,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1170,14.73
24786,08/11,17:13,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1034,14.52
24787,08/11,17:48,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1341,14.74
24788,08/11,18:20,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1113,14.94
24789,08/11,18:54,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1197,15.05
24790,08/11,19:27,8.565,37,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,958,15.25
24791,08/11,20:01,8.565,18,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,494,15.75
24792,08/11,20:33,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24793,08/11,20:51,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,0,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24794,08/11,21:16,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,277,7.94
24795,08/11,21:42,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,418,7.70
24796,08/11,22:15,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,43,9.16
24797,08/11,23:06,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,528,8.14
24798,08/11,23:38,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,443,7.97
24800,08/12,0:17,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00
24802,08/12,1:01,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,3,-1,-1,-1,-1,SHMSDIS,-111,-111.00
24803,08/12,1:29,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1110,14.72
24804,08/12,2:01,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1241,14.40
24805,08/12,2:33,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1478,14.15
24806,08/12,3:05,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1257,14.27
24807,08/12,3:35,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1405,15.03
24808,08/12,4:07,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1391,14.19
24809,08/12,4:39,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1301,14.69
24810,08/12,5:10,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1252,14.67
24811,08/12,5:11,8.565,55,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,993,13.86
24812,08/12,6:15,8.565,37,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,1049,14.73
24813,08/12,6:49,8.565,18,LH2,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,328,17.19
24814,08/12,7:25,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,509,7.57
24815,08/12,7:56,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,515,7.58
24816,08/12,8:27,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,521,7.69
24817,08/12,8:58,8.565,40,Dummy,-1.531,29.05,3.632,14.37,-1,-1,-1,-1,-1,0,PI+SIDIS,527,7.71
24877,08/14,14:52,10.67,40,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,4101,394.07
24878,08/14,14:59,10.67,50,LD2,-3.642,16.75,6.538,7.51,-1,-1,-1,-1,-1,0,PI+SIDIS,21099,379.69
