run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,counts,normyields,bcm4c charge,bcm4c current,H_eff,P_eff,Hcomp.deadtime,Pcomp.deadtime
23834,07/15,23:26,8.565,5,C-hole,2.28,42,-7.07,12.47,0,-1,0,-1,-1,-1,HEEP,-111,-111.00,,,,,,
23835,07/15,23:58,8.565,5,C-hole,2.28,42,-7.07,12.47,0,-1,0,-1,-1,-1,HEEP,-111,-111.00,,,,,,
23837,07/16,0:43,8.565,5,C-hole,2.28,42,-7.07,12.47,0,-1,0,-1,-1,-1,HEEP,-111,-111.00,,,,,,
23838,07/16,0:51,8.565,5,C-hole,2.28,42,-7.07,12.47,0,-1,0,-1,-1,-1,HEEP,-111,-111.00,,,,,,
23839,07/16,5:51,8.565,5,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23840,07/16,6:46,8.565,5,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23842,07/16,8:37,8.565,35,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,P-SIDIS,-111,-111.00,,,,,,
23844,07/16,9:46,8.565,30,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23845,07/16,10:18,8.565,30,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23846,07/16,10:49,8.565,40,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23847,07/16,11:22,8.565,40,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23848,07/16,11:54,8.565,40,LH2,2.28,42,-7.07,12.47,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23849,07/16,13:28,8.565,40,LH2,3.75,30,-5.67,19.34,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23850,07/16,14:01,8.565,40,LH2,3.75,30,-5.67,19.34,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23851,07/16,14:33,8.565,40,LH2,3.75,30,-5.67,19.34,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23852,07/16,15:06,8.565,40,LH2,3.75,30,-5.67,19.34,-1,-1,-1,-1,0,-1,PI-SIDIS,-111,-111.00,,,,,,
23853,07/16,16:12,8.565,-111,LH2,-4.5,14,-4.5,14,-1,-1,-1,5,-1,-1,HMSDIS,-111,-111.00,,,,,,
23855,07/16,16:31,8.565,-111,LH2,-4.5,14,-4.5,14,-1,-1,-1,4,-1,-1,HMSDIS,-111,-111.00,,,,,,
23856,07/16,16:46,8.565,-111,LH2,-4.5,14,-4.5,14,7,-1,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23857,07/16,17:25,8.565,-111,LH2,-4.5,14,-4.5,14,-1,-1,5,-1,-1,-1,HMSDIS,-111,-111.00,,,,,,
23858,07/16,18:12,8.565,-111,LH2,-4.5,14,-4.5,14,-1,-1,5,-1,-1,-1,HMSDIS,-111,-111.00,,,,,,
23859,07/16,18:48,8.565,35,LH2,-4.5,14,-4.5,14,-1,-1,-1,4,-1,-1,HMSDIS,-111,-111.00,,,,,,
23860,07/16,19:38,8.565,30,LH2,-4.5,14,-4.5,14,-1,-1,-1,4,-1,-1,HMSDIS,-111,-111.00,,,,,,
23861,07/17,0:05,8.565,45,LH2,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,-111,-111.00,,,,,,
23862,07/17,1:58,8.565,25,LD2,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,1249,30.83,,,,,,
23864,07/17,3:15,8.565,40,Carbon,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,1067,16.82,,,,,,
23865,07/17,4:13,8.565,40,Copper,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,620,9.77,,,,,,
23866,07/17,4:52,8.565,40,Dummy,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,497,8.70,,,,,,
23867,07/17,5:41,8.565,45,LH2,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,907,13.52,,,,,,
23868,07/17,6:12,8.565,45,LH2,-1.53,29.05,-3.63,11.08,-1,-1,-1,-1,-1,0,PI-SIDIS,1023,13.38,,,,,,
23876,07/17,22:59,8.565,15,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,632,21.16,,,,,,
23878,07/17,23:53,8.565,7,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,426,43.79,,,,,,
23879,07/18,0:48,8.565,15,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,317,13.87,,,,,,
23880,07/18,1:31,8.565,15,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,0,-1,PI-SIDIS,349,23.78,,,,,,
23881,07/18,2:06,8.565,14,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,350,20.42,,,,,,
23882,07/18,2:39,8.565,14,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,430,21.22,,,,,,
23883,07/18,3:12,8.565,14,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,403,19.54,,,,,,
23884,07/18,3:43,8.565,14,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,400,18.80,,,,,,
23885,07/18,4:16,8.565,7,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,218,21.19,,,,,,
23886,07/18,4:56,8.565,7,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,433,46.83,,,,,,
23887,07/18,5:29,8.565,7,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,494,52.77,,,,,,
23888,07/18,6:00,8.565,7,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,355,44.98,,,,,,
23889,07/18,6:36,8.565,7,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,364,43.11,,,,,,
23890,07/18,7:18,8.565,15,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,220,13.86,,,,,,
23891,07/18,7:51,8.565,8,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,177,14.17,,,,,,
23892,07/18,8:59,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,336,10.78,,,,,,
23893,07/18,9:33,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,509,18.22,,,,,,
23894,07/18,10:09,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,533,18.92,,,,,,
23895,07/18,10:44,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,589,20.65,,,,,,
23896,07/18,11:23,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,395,22.14,,,,,,
23897,07/18,12:11,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,467,39.50,,,,,,
23898,07/18,12:44,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,616,42.03,,,,,,
23899,07/18,13:20,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,603,43.60,,,,,,
23900,07/18,13:52,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,714,41.27,,,,,,
23901,07/18,14:44,8.565,10,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,148,16.20,,,,,,
23902,07/18,15:10,8.565,20,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,408,14.18,,,,,,
23903,07/18,15:43,8.565,20,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,43,10.75,,,,,,
23904,07/18,16:45,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,676,21.41,,,,,,
23905,07/18,17:17,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,614,19.95,,,,,,
23906,07/18,17:48,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,604,19.69,,,,,,
23907,07/18,18:18,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,564,17.24,,,,,,
23908,07/18,18:49,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,324,17.84,,,,,,
23909,07/18,19:25,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23911,07/18,20:04,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,5,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23912,07/18,20:34,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23913,07/18,21:45,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23915,07/18,22:08,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23918,07/18,22:45,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
23919,07/18,23:05,8.565,10,LD2,-1.53,29.05,-2.62,7.87,-1,-1,-1,2,-1,-1,HMSDIS,-111,-111.00,,,,,,
23925,07/19,0:41,8.565,15,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00,,,,,,
23933,07/19,1:29,8.565,10,Dummy,-1.53,29.05,-2.62,7.87,-1,6,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23934,07/19,2:10,8.565,10,Carbon,-1.53,29.05,-2.62,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23937,07/19,2:47,8.565,10,Carbon,-1.53,29.05,-2.62,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23938,07/19,3:26,8.565,10,Copper,-1.53,29.05,-2.62,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23941,07/19,4:02,8.565,10,Copper,-1.53,29.05,-2.62,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
23942,07/19,4:52,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,363,23.71,,,,,,
23943,07/19,5:25,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,116,24.25,,,,,,
23944,07/19,5:39,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,568,18.00,,,,,,
23945,07/19,6:10,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,415,20.58,,,,,,
23946,07/19,6:41,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,633,19.42,,,,,,
23947,07/19,7:13,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,592,18.41,,,,,,
23948,07/19,8:07,8.565,20,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,569,13.38,,,,,,
23949,07/19,8:46,8.565,10,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,85,10.74,,,,,,
23950,07/19,9:15,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,689,18.18,,,,,,
23951,07/19,9:49,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,808,19.97,,,,,,
23952,07/19,10:26,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,664,20.09,,,,,,
23953,07/19,10:59,8.565,20,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,638,19.67,,,,,,
23954,07/19,11:31,8.565,10,LH2,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,341,19.86,,,,,,
23955,07/19,12:13,8.565,20,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,385,12.97,,,,,,
23956,07/19,12:45,8.565,10,Dummy,-1.53,29.05,-2.62,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,141,13.19,,,,,,
23957,07/19,13:47,8.565,32,LH2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,91,8.72,,,,,,
23960,07/19,15:24,8.565,32,LH2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,279,9.07,,,,,,
23961,07/19,15:56,8.565,20,LH2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,106,9.47,,,,,,
23962,07/19,16:13,8.565,10,LH2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,43,8.16,,,,,,
23963,07/19,16:31,8.565,10,LH2,-1.53,29.05,-6.53,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23964,07/19,17:15,8.565,20,LD2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,449,21.64,,,,,,
23965,07/19,17:47,8.565,20,LD2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,381,20.36,,,,,,
23966,07/19,18:19,8.565,20,LD2,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,443,20.28,,,,,,
23967,07/19,19:06,8.565,40,Dummy,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,216,5.66,64.132,37.027,0.9983,0.9169,99.6846,99.979
23968,07/19,19:40,8.565,20,Dummy,-1.53,29.05,-6.53,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23969,07/19,20:09,8.565,30,Carbon,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,374,11.25,,,,,,
23970,07/19,20:41,8.565,30,Carbon,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,352,10.92,,,,,,
23971,07/19,21:14,8.565,15,Carbon,-1.53,29.05,-6.53,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23972,07/19,21:33,8.565,30,Copper,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,201,5.66,,,,,,
23973,07/19,22:07,8.565,30,Copper,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,60,4.98,,,,,,
23974,07/19,23:09,8.565,30,Copper,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,190,5.62,,,,,,
23975,07/19,23:41,8.565,15,Copper,-1.53,29.05,-6.53,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,74,6.69,,,,,,
23976,07/20,0:17,8.565,15,Copper,-1.53,29.05,-6.53,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
23977,07/20,1:22,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,666,15.87,,,,,,
23979,07/20,1:59,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,463,16.23,,,,,,
23980,07/20,2:49,8.565,19,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,329,32.44,,,,,,
23981,07/20,3:36,8.565,40,Dummy,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,544,8.74,,,,,,
23982,07/20,4:19,8.565,30,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,206,21.83,,,,,,
23983,07/20,5:31,8.565,30,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,697,17.71,,,,,,
23984,07/20,6:13,8.565,30,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,386,10.29,,,,,,
23985,07/20,7:01,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,676,13.80,,,,,,
23986,07/20,7:33,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,677,14.17,,,,,,
23987,07/20,8:07,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,590,14.28,,,,,,
23988,07/20,8:39,8.565,32,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,601,13.64,,,,,,
23989,07/20,9:37,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,810,14.65,,,,,,
23990,07/20,10:11,8.565,20,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,517,16.33,,,,,,
23991,07/20,10:45,8.565,10,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,263,17.00,,,,,,
23992,07/20,11:22,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,869,33.56,,,,,,
23993,07/20,11:57,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,1037,34.01,,,,,,
23994,07/20,12:31,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,1165,32.48,,,,,,
23995,07/20,13:11,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,778,33.19,,,,,,
23996,07/20,13:40,8.565,14,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,765,33.44,,,,,,
23998,07/20,14:15,8.565,10,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,513,35.67,,,,,,
23999,07/20,14:55,8.565,40,Dummy,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,528,9.71,,,,,,
24001,07/20,15:36,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,889,18.88,,,,,,
24002,07/20,16:07,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,890,18.23,,,,,,
24003,07/20,16:37,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,892,18.95,,,,,,
24004,07/20,17:08,8.565,18,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,538,20.01,,,,,,
24005,07/20,17:54,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,520,8.70,,,,,,
24006,07/20,18:25,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,564,10.42,,,,,,
24007,07/20,18:56,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,573,10.69,,,,,,
24008,07/20,19:27,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,148,10.19,,,,,,
24009,07/20,19:36,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,805,10.88,,,,,,
24010,07/20,20:18,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,670,10.09,,,,,,
24011,07/20,21:22,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,842,15.11,,,,,,
24012,07/20,21:54,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,748,13.36,,,,,,
24013,07/20,22:25,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,863,14.07,,,,,,
24014,07/20,22:56,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,777,13.43,,,,,,
24015,07/20,23:28,8.565,27,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,614,14.37,,,,,,
24016,07/21,0:00,8.565,13,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,330,14.43,,,,,,
24017,07/21,0:43,8.565,13,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
24018,07/21,1:18,8.565,13,LH2,-1.53,29.05,-4.86,7.87,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
24019,07/21,1:58,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,1001,33.93,,,,,,
24020,07/21,2:30,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,909,34.53,,,,,,
24021,07/21,3:07,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,963,31.99,,,,,,
24022,07/21,3:40,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,981,32.23,,,,,,
24023,07/21,4:15,8.565,14,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,183,39.13,,,,,,
24024,07/21,5:08,8.565,14,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,717,32.63,,,,,,
24026,07/21,5:42,8.565,10,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,507,30.99,,,,,,
24027,07/21,6:47,8.565,10,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
24031,07/21,7:26,8.565,10,LD2,-1.53,29.05,-4.86,7.87,-1,8,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
24032,07/21,8:08,8.565,40,Dummy,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,565,9.04,,,,,,
24038,07/21,13:00,8.565,20,Dummy,-1.53,29.05,-4.86,7.87,-1,8,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
24039,07/21,13:29,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,87,15.15,,,,,,
24040,07/21,14:15,8.565,30,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,591,19.23,,,,,,
24041,07/21,17:30,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,760,18.48,,,,,,
24042,07/21,17:44,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,711,18.98,,,,,,
24043,07/21,18:16,8.565,35,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,484,19.61,,,,,,
24044,07/21,18:50,8.565,17,Carbon,-1.53,29.05,-4.86,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
24046,07/21,19:15,8.565,17,Carbon,-1.53,29.05,-4.86,7.87,-1,0,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
24047,07/21,19:44,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,563,10.43,,,,,,
24048,07/21,20:16,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,573,10.69,,,,,,
24049,07/21,20:48,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,644,11.14,,,,,,
24050,07/21,21:20,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,619,10.13,,,,,,
24051,07/21,22:02,8.565,40,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,506,9.82,,,,,,
24052,07/21,22:35,8.565,20,Copper,-1.53,29.05,-4.86,7.87,-1,-1,-1,0,-1,-1,HMSDIS,-111,-111.00,,,,,,
24053,07/21,22:54,8.565,20,Copper,-1.53,29.05,-4.86,7.87,-1,8,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
24054,07/21,23:22,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,804,14.36,,,,,,
24055,07/21,23:54,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,771,13.52,,,,,,
24056,07/22,0:29,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,875,14.87,,,,,,
24057,07/22,1:07,8.565,40,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,750,14.16,,,,,,
24058,07/22,1:38,8.565,27,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,509,14.00,,,,,,
24059,07/22,2:09,8.565,13,LH2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,303,13.67,,,,,,
24060,07/22,2:46,8.565,20,LD2,-1.53,29.05,-4.86,7.87,-1,-1,-1,-1,-1,0,PI-SIDIS,835,30.47,,,,,,
