run,date,start_time,ebeam,current,target,hms_p,hms_th,shms_p,shms_th,ps1,ps2,ps3,ps4,ps5,ps6,run_type,counts,normyields,bcm4c charge,bcm4c current,H_eff,P_eff,Hcomp.deadtime,Pcomp.deadtime
25129,08/22,11:56,10.67,45,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,3873,59.46,,,,,,
25130,08/22,12:30,10.67,24,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,161,64.58,,,,,,
25131,08/22,12:33,10.67,24,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,2440,57.86,,,,,,
25132,08/22,13:04,10.67,24,LH2,-3.642,16.75,-6.538,10.305,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00,,,,,,
25133,08/22,13:31,10.67,24,LH2,-3.642,16.75,-6.538,10.305,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00,,,,,,
25134,08/22,13:53,10.67,40,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,2376,40.04,,,,,,
25135,08/22,14:23,10.67,40,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,2539,40.59,,,,,,
25136,08/22,14:54,10.67,40,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,-1,1,-1,-1,HMSDIS,-111,-111.00,,,,,,
25137,08/22,15:10,10.67,40,Dummy,-3.642,16.75,-6.538,10.305,-1,-1,3,-1,-1,-1,HMSDIS,-111,-111.00,,,,,,
25138,08/22,15:44,10.67,50,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,15900,271.47,,,,,,
25139,08/22,16:22,10.67,50,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,17342,269.39,,,,,,
25140,08/22,16:53,10.67,50,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,18478,271.49,,,,,,
25141,08/22,17:25,10.67,25,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,11600,286.58,,,,,,
25142,08/22,18:00,10.67,25,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
25143,08/22,18:20,10.67,25,LD2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
25144,08/22,18:35,10.67,25,LD2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
25145,08/22,18:43,10.67,25,LD2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
25146,08/22,19:00,10.67,25,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,9041,123.62,,,,,,
25147,08/22,19:36,10.67,50,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,2408,120.70,,,,,,
25148,08/22,19:59,10.67,50,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,7828,125.63,,,,,,
25149,08/22,20:30,10.67,50,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,7197,123.91,,,,,,
25150,08/22,21:13,10.67,50,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,0,-1,PI-SIDIS,10070,128.13,,,,,,
25151,08/22,21:48,10.67,25,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,5709,126.88,,,,,,
25152,08/22,22:22,10.67,25,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
25153,08/22,22:38,10.67,25,LH2,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
25154,08/22,23:03,10.67,40,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,5171,81.81,,,,,,
25155,08/22,23:35,10.67,40,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
25156,08/22,23:53,10.67,40,Dummy,-3.642,16.75,-4.868,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
25157,08/23,0:25,10.67,40,Carbon,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,4451,157.38,,,,,,
25158,08/23,2:28,10.67,45,Carbon,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,7635,153.40,,,,,,
25162,08/23,4:05,10.67,45,Carbon,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,13069,155.09,,,,,,
25163,08/23,4:46,10.67,45,Copper,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,7105,83.64,,,,,,
25164,08/23,5:21,10.67,45,Copper,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,6992,81.68,,,,,,
25165,08/23,6:00,10.67,45,Copper,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,7740,83.43,,,,,,
25166,08/23,6:45,10.67,45,Copper,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,6831,82.32,,,,,,
25167,08/23,7:36,10.67,50,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,9311,126.07,,,,,,
25168,08/23,8:15,10.67,45,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,10597,124.80,,,,,,
25169,08/23,8:49,10.67,45,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,8936,123.70,,,,,,
25170,08/23,9:24,10.67,25,LH2,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,5717,127.32,,,,,,
25171,08/23,10:09,10.67,40,Dummy,-3.642,16.75,-4.868,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,4861,83.51,,,,,,
25172,08/23,10:54,10.67,40,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,244,209.33,,,,,,
25173,08/23,11:19,10.67,40,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,,,,,,,,
25174,08/23,11:50,10.67,40,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,,,,,,,,
25175,08/23,12:22,10.67,40,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,,,,,,,,
25176,08/23,12:54,10.67,20,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,,,,,,,,
25177,08/23,13:27,10.67,20,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,-1,-1,0,PI-SIDIS,,,,,,,,
25178,08/23,13:27,10.67,20,LD2,-3.642,16.75,-3.632,10.305,-1,-1,-1,3,-1,-1,HMSDIS,-111,-111.00,,,,,,
25179,08/23,13:27,10.67,20,LD2,-3.642,16.75,-3.632,10.305,-1,7,-1,-1,-1,-1,SHMSDIS,-111,-111.00,,,,,,
