run,mean,std_dev,amplitude,nevents,chi2,ndf,chi2_ndf
23861,11.692462250681974,4.254064900557505,12.783940400425683,449,38.54958643576599,35,1.1014167553075997
23862,11.653848486581715,4.330744460776444,14.073926817842603,484,69.14205935730811,33,2.095213919918428
23864,11.909366485501716,4.8192181383703865,11.368279526285912,442,55.19819367701828,40,1.379954841925457
23865,11.482272159058903,4.376873379968846,7.085527404922368,262,58.25626849284815,35,1.6644648140813758
23866,11.599985032693423,4.310739917528499,5.093914660555915,178,52.13464221523383,33,1.5798376428858738
23867,11.29836295597141,3.942872848397822,11.215617574291441,381,51.51562387716203,34,1.5151654081518244
23868,11.439958806511054,3.8747832422968753,12.273379658966991,405,46.453597349520805,31,1.4985031403071227
23876,1.2798467010951184,0.6464525112192778,14.00215793070661,173,1.896105475444597,4,0.47402636886114924
23878,-0.8344320410866432,3.5355753335314444,5.922990615738495,129,21.228681472604077,9,2.3587423858448973
23879,2.292508699335796,1.329373828643067,3.2310064788741424,111,11.413581370728984,6,1.902263561788164
23880,-0.7983320574556133,2.142259004996114,6.9197690227966335,102,1.4802605336172585,5,0.2960521067234517
23881,-9.003251275986122,6.808794990575779,14.890002642753917,116,18.828361338604687,10,1.8828361338604687
23882,1.1443252470584855,1.3986045300882026,5.906846192571277,119,8.146357559253886,4,2.0365893898134715
23883,-0.4895024896293182,5.185244588902794,4.8594449152644685,135,22.16351856990848,16,1.38521991061928
23884,1.241149980767736,0.8235539735452289,7.7353987441094105,140,7.009115563102728,5,1.4018231126205456
23885,1.3244008859072747,0.4687937556564085,3.924961253019654,54,0.1781425434028977,1,0.1781425434028977
23886,1.4497135219617967,3.6803762513082146,4.141249252578389,133,30.549590429669635,13,2.349968494589972
23887,-1.0947939134604636,3.591177972173099,6.958141864566407,148,9.641514605193047,10,0.9641514605193047
23888,-147.51877367058503,13.945063965767702,2.217883800695442e+25,110,7.806883086351596,3,2.6022943621171986
23889,1.951319669899182,1.252601168107715,4.2966806213829445,114,10.168866129248846,5,2.033773225849769
23890,0.8208656917678208,0.36327271118768284,5.295623801142459,68,,,
23891,2.4173213722780837,1.4238287796537832,1.251937527661932,46,1.2983100570539738,5,0.25966201141079476
23892,-42.74325977358929,14.62900853465286,874.2045400653428,250,55.96451278846574,18,3.109139599359208
23893,-0.07479505418374155,2.1363982503290733,11.40899997059868,208,10.674298773096279,6,1.7790497955160465
23894,1.2466974834387812,2.5070745110919206,7.126782036027193,216,7.149375288084485,13,0.5499519452372681
23895,0.5239455008081713,3.2747315657476337,8.22497247324864,204,16.498576526634576,11,1.499870593330416
23896,-2.1830290963685113,2.200154357856019,10.555555760562303,107,2.3578970368157686,2,1.1789485184078843
23897,2.473724952308209,4.113882272676232,5.624239114649007,198,26.50483248252523,17,1.5591077930897195
23898,-0.5979276106665943,3.0800577223304124,12.603293473427778,233,28.911676241923484,11,2.628334203811226
23899,-23.561246467832994,10.190360803469876,215.4498662717294,257,30.48357717523945,15,2.0322384783492966
23900,1.5437105126326884,1.9487649630327135,11.891112507657544,284,5.392188732939454,9,0.5991320814377171
23901,1.1610382482880435,0.39685861124808486,3.446430006951595,42,,,
23902,1.1844826577520755,0.5143393949263456,11.461252033220786,144,2.136291156960565,2,1.0681455784802825
23903,0.3996335314662715,2.967716235713402,1.2325042512842748,26,1.9465222505100805,6,0.3244203750850134
23904,0.6428448086670063,0.6993210767620179,15.569835844462165,206,1.649841734401904,1,1.649841734401904
23905,0.9138371499850508,1.1383135838340899,12.20815806489495,198,1.2997738199088966,3,0.4332579399696322
23906,1.2177563628831118,0.870903439935263,8.348726170317999,176,2.884648523721818,3,0.9615495079072726
23907,1.1532180144643929,0.40259543108946333,14.312399737297154,182,2.0909611610365135,3,0.6969870536788378
23908,1.386014196384407,0.4648767925271241,3.5275755259727295,56,0.8111255669438788,1,0.8111255669438788
23942,1.6929156132718446,1.0689058566468277,3.1000958540024355,74,5.727700299755163,5,1.1455400599510326
23943,4.73572405971676,3.7392184568748976,0.6959788669960953,24,5.810591895692861,7,0.8300845565275515
23944,0.8616984901840357,2.9212900501538215,7.231884941532525,185,13.648603488347886,9,1.5165114987053208
23945,1.3671979515263946,1.0705753572228194,5.0576110847598885,110,16.968726495494316,4,4.242181623873579
23946,1.2501461709605086,0.5276000284968335,10.51871529764725,171,1.0166266511370168,2,0.5083133255685084
23947,1.0111658496259461,0.38714637906192806,12.798448470921691,154,1.5357468745669072,1,1.5357468745669072
23948,0.9758246994903889,0.4868069362404708,13.079071583845748,159,0.20680522439136467,1,0.20680522439136467
