run,mean,std_dev,amplitude,nevents
24828,8.42033,2.65942,1.31784,44
24829,9.08783,1.56208,0.26936,5
24830,8.88621,1.48059,0.48258,10
24831,7.98526,0.34869,0.98990,7
24832,9.52163,2.23953,0.38026,10
24861,8.92020,1.58540,0.72505,16
24862,9.55170,0.97853,0.91635,16
24863,8.09330,1.99758,0.96610,24
24864,7.90579,1.90037,0.96556,23
24865,8.44068,2.57025,1.18823,39
24866,8.37144,2.81636,1.20760,44
24867,8.84156,2.76881,1.72007,58
24868,8.86139,2.73095,1.39997,46
24870,9.34600,2.26769,3.18115,88
24871,8.72094,2.15869,3.02640,83
24872,9.14717,2.08133,3.04741,79
24873,9.17993,2.11938,3.16731,85
24874,8.67204,1.40135,1.04436,21
24877,9.70780,2.09747,46.15566,1172
24878,9.59164,2.02556,263.76385,6536
24879,9.47725,1.96306,50.82970,1239
24880,9.60612,1.97168,344.47518,8309
24881,9.56961,2.00460,340.87996,8349
24882,9.51429,1.96294,208.13175,5023
24883,9.36974,1.92105,93.41704,2221
24886,9.53718,1.95916,186.06614,4465
24887,9.51701,1.92538,149.61101,3548
24888,9.58789,1.92961,179.24159,4254
24889,9.52933,2.04239,143.33272,3573
24890,9.48208,1.98203,76.59954,1867
24893,9.51889,1.98253,71.57737,1732
24894,9.53216,1.98846,83.86843,2040
24897,9.53168,1.95383,141.82971,3402
24898,9.53839,1.96328,343.62966,8291
24899,9.47205,1.95365,91.69488,2208
24902,9.48271,2.02395,64.12874,1589
24903,9.52974,2.02717,176.80636,4383
24907,9.52148,2.01590,226.64382,5572
24908,9.48849,1.96906,261.48411,6341
24909,9.49485,2.04470,117.41543,2933
24910,9.43141,2.00180,113.29454,2766
24913,9.47707,2.00798,277.49086,6850
24914,9.44818,1.91682,117.17944,2767
24915,9.42134,1.92685,185.61681,4405
24916,9.37439,1.89461,180.41411,4215
24917,9.43863,1.88886,21.55986,502
24920,9.45384,1.89890,188.87805,4406
24921,9.36172,1.93412,85.86541,2037
24924,9.45214,1.99896,162.56359,3986
24927,9.61400,1.99810,98.04431,2402
24928,9.58278,2.01833,281.34517,6941
24929,9.53751,1.99117,182.19190,4447
24930,9.43121,2.02674,116.52641,2888
24933,9.56129,2.00618,196.98214,4807
24934,9.48231,2.02270,174.67420,4316
24935,9.52570,1.90988,181.94134,4243
24938,9.48257,1.99036,261.93700,6378
24939,9.42545,2.03060,111.83924,2785
24943,9.47381,1.95843,294.04918,7048
24944,9.51590,2.01390,271.47218,6666
24945,9.50560,1.98843,187.04514,4570
24946,9.48514,2.03310,120.19793,2988
24947,9.39135,1.98132,119.50224,2902
24948,9.47576,1.97619,320.79852,7767
24949,9.42847,1.93530,298.69660,7094
24950,9.46918,2.00279,178.23983,4349
24951,9.33723,1.96768,97.62091,2366
24952,9.51922,1.93212,202.98846,4817
24953,9.50009,1.97489,280.51528,6755
24954,9.46994,1.96882,274.05160,6621
24955,9.43801,1.96450,123.52257,2988
24956,9.42773,1.91194,114.69305,2690
24957,9.50082,2.02255,92.19869,2278
24958,9.53478,1.97422,180.28714,4370
24959,9.55943,2.04152,183.12246,4552
24960,9.37021,1.95297,17.99195,427
24961,9.40727,1.99645,105.86612,2589
24962,9.36934,1.92548,98.56442,2336
24964,9.43617,2.06320,102.88541,2573
24965,9.47416,2.02889,58.08492,1442
24966,9.51030,1.94856,47.91040,1149
24969,9.43058,2.01046,123.72100,3030
24970,9.38593,1.99737,134.87014,3307
24971,9.48647,1.95641,133.09374,3191
24972,9.39016,1.91576,138.10055,3248
24974,9.52578,1.96932,60.46920,1465
24975,9.34695,1.99299,60.16496,1455
24981,9.46530,1.98300,83.57107,2033
24982,9.44852,2.01023,89.29334,2196
24985,9.53588,1.96079,128.71852,3089
24986,9.50445,1.96579,128.33912,3097
24987,9.41400,1.97102,117.05403,2823
24988,9.30456,1.89131,51.01511,1199
24991,9.44367,2.02202,90.88236,2238
24992,9.48190,1.94400,89.27854,2133
24994,9.44866,2.05325,89.24070,2240
24995,9.43696,1.95967,86.38674,2070
24998,9.59443,1.98233,111.53515,2706
24999,9.40956,2.01874,105.82754,2613
25000,9.38364,2.05150,46.77313,1173
25001,9.35233,1.88573,45.44864,1062
25002,9.43783,1.94803,60.83077,1455
25003,9.41273,1.96972,54.56159,1308
25004,9.35501,2.00278,84.96131,2107
25005,9.47565,1.88348,85.32060,1974
25006,9.47408,1.99721,86.17718,2105
25007,9.63095,2.02672,104.24411,2588
25008,9.40701,1.75956,15.23191,334
25010,9.71283,1.98868,95.53097,2318
25011,9.62797,2.01907,99.22142,2429
25012,9.54431,1.93595,46.59834,1105
25016,9.46240,1.95379,44.26560,1068
25017,9.44652,1.86465,94.04349,2163
25018,9.52275,2.01984,35.23283,871
25019,9.52848,1.90637,49.15054,1152
25020,9.42490,1.75595,24.86669,557
25026,9.46398,2.15285,36.78262,965
25027,9.47619,1.85477,38.69339,889
25030,9.65813,1.99780,81.43069,2000
25031,9.48738,2.07883,43.68649,1109
25034,9.50689,1.88656,41.87184,974
25035,9.45206,1.93142,33.22021,784
25038,9.61519,1.98842,45.63960,1114
25041,9.45083,1.95944,48.39206,1171
25044,9.55519,1.97686,123.47699,2988
25045,9.56721,1.97465,133.29125,3209
25046,9.39089,1.90876,57.18846,1340
25049,9.52277,2.01672,111.72054,2759
25050,9.44910,1.91981,126.76273,2996
25051,9.33458,1.93234,71.29133,1699
25052,9.58452,1.95182,66.78190,1586
25053,9.29719,1.93055,30.06420,719
25056,9.50920,1.93946,81.60613,1935
25059,9.49427,1.98398,109.98156,2688
25060,9.48848,1.96347,114.42430,2760
25061,9.51728,1.96937,94.02666,2287
25062,9.57787,2.00245,56.92102,1391
25063,9.46862,2.04634,29.19211,732
25064,9.54639,1.91134,42.68733,1005
25065,9.59930,1.96204,130.75754,3175
25066,9.51952,1.97174,120.55305,2901
25067,9.49964,1.94979,119.65925,2859
25068,9.44941,1.87494,60.44250,1398
25069,9.51925,1.97158,116.90969,2831
25070,9.46411,1.96727,106.39874,2577
25071,9.39157,1.97286,124.72563,3037
25072,9.45832,1.88343,68.49358,1573
25073,9.54340,2.00564,33.53688,827
25074,9.49883,1.96849,50.67083,1214
25076,9.38522,1.83971,69.63852,1582
25077,9.38215,1.94758,62.88700,1506
25078,9.43184,1.84153,72.42839,1654
25079,9.56243,1.97898,37.10504,892
25080,9.55116,1.89064,36.51554,853
25083,9.52718,1.94732,47.12140,1125
25084,9.48073,1.92470,96.11098,2264
25085,9.45460,1.90303,58.08424,1362
25086,9.48693,1.97868,78.18870,1888
25087,9.40584,1.95307,26.22688,624
25088,9.40223,2.05037,27.70948,691
25091,9.64572,1.87966,8.68602,201
25092,9.58170,2.00945,50.83848,1249
25093,9.53762,2.00544,54.29092,1338
25096,9.50950,1.98411,99.21196,2410
25097,9.37042,1.91590,98.79506,2359
25098,9.46812,1.98556,101.80188,2465
25099,9.38194,1.96411,42.25055,1011
25102,9.60745,2.00716,105.79661,2586
25103,9.57510,2.01123,78.44921,1934
25104,9.51661,1.96492,69.08781,1676
25105,9.46210,1.97278,75.98160,1833
25108,9.53164,1.92406,88.14653,2090
25109,9.51654,1.98248,89.96477,2187
25110,9.44827,1.89634,95.51847,2220
25111,9.40158,2.03517,46.90852,1162
25112,9.47431,1.86384,50.27701,1149
25114,9.56308,1.99629,111.80596,2731
25115,9.59787,1.93544,116.47923,2776
25116,9.45190,1.99933,104.97764,2575
25117,9.49144,1.90285,39.55059,930
25119,9.50372,2.05411,42.91649,1073
25120,9.51437,1.94042,55.03660,1315
25121,9.45852,1.97122,54.99527,1332
25122,9.56111,1.97394,74.24602,1801
25123,9.60011,1.89468,78.35249,1823
25124,9.43589,1.96039,60.07086,1441
25126,9.68301,2.71356,2.77708,89
