bin_center,ratio,ratio_err,variable,pt_bin_center
1.55,0.943086,0.033444,$\theta_{pq}$,0.15
1.65,0.909721,0.030996,$\theta_{pq}$,0.15
1.75,0.901047,0.029499,$\theta_{pq}$,0.15
1.85,0.911441,0.029098,$\theta_{pq}$,0.15
1.95,0.827362,0.028111,$\theta_{pq}$,0.15
2.05,0.813794,0.028235,$\theta_{pq}$,0.15
2.15,0.83631,0.030237,$\theta_{pq}$,0.15
2.25,0.852578,0.033467,$\theta_{pq}$,0.15
2.35,0.844851,0.039203,$\theta_{pq}$,0.15
2.45,0.902862,0.051153,$\theta_{pq}$,0.15
2.55,1.035157,0.090786,$\theta_{pq}$,0.15
0.105,0.928473,0.037588,$p_T$,0.15
0.115,0.936135,0.035262,$p_T$,0.15
0.125,0.856506,0.032275,$p_T$,0.15
0.135,0.919469,0.030409,$p_T$,0.15
0.145,0.931362,0.029235,$p_T$,0.15
0.155,0.888577,0.027696,$p_T$,0.15
0.165,0.866611,0.026215,$p_T$,0.15
0.175,0.861332,0.025586,$p_T$,0.15
0.185,0.836731,0.02485,$p_T$,0.15
0.195,0.897462,0.024604,$p_T$,0.15
1.3464,1.702916,0.229774,$\phi_{pq}$,0.15
1.4461,1.123025,0.152764,$\phi_{pq}$,0.15
1.5459,1.232372,0.138262,$\phi_{pq}$,0.15
1.6456,1.036957,0.10739,$\phi_{pq}$,0.15
1.7453,1.16059,0.097942,$\phi_{pq}$,0.15
1.8451,0.813788,0.080365,$\phi_{pq}$,0.15
1.9448,1.013489,0.076234,$\phi_{pq}$,0.15
2.0445,0.960492,0.067323,$\phi_{pq}$,0.15
2.1443,0.90109,0.058748,$\phi_{pq}$,0.15
2.244,0.850973,0.053444,$\phi_{pq}$,0.15
2.3437,0.875708,0.049335,$\phi_{pq}$,0.15
2.4435,0.822508,0.048181,$\phi_{pq}$,0.15
2.5432,0.847703,0.043765,$\phi_{pq}$,0.15
2.6429,0.849118,0.042779,$\phi_{pq}$,0.15
2.7427,0.783238,0.040775,$\phi_{pq}$,0.15
2.8424,0.760764,0.040953,$\phi_{pq}$,0.15
2.9421,0.800481,0.039892,$\phi_{pq}$,0.15
3.0419,0.846577,0.039495,$\phi_{pq}$,0.15
3.1416,0.824301,0.039721,$\phi_{pq}$,0.15
3.2413,0.875758,0.039075,$\phi_{pq}$,0.15
3.3411,0.769893,0.038808,$\phi_{pq}$,0.15
3.4408,0.824065,0.040485,$\phi_{pq}$,0.15
3.5405,0.827395,0.04166,$\phi_{pq}$,0.15
3.6403,0.877832,0.042691,$\phi_{pq}$,0.15
3.74,0.85512,0.04456,$\phi_{pq}$,0.15
3.8397,0.925904,0.047615,$\phi_{pq}$,0.15
3.9395,0.847078,0.049264,$\phi_{pq}$,0.15
4.0392,0.946951,0.053187,$\phi_{pq}$,0.15
4.1389,0.935523,0.057808,$\phi_{pq}$,0.15
4.2387,0.90262,0.062684,$\phi_{pq}$,0.15
4.3384,0.945703,0.06856,$\phi_{pq}$,0.15
4.4381,1.002986,0.081693,$\phi_{pq}$,0.15
4.5379,1.025825,0.090192,$\phi_{pq}$,0.15
4.6376,1.183092,0.114216,$\phi_{pq}$,0.15
4.7373,1.240262,0.135658,$\phi_{pq}$,0.15
4.8371,1.1204,0.155767,$\phi_{pq}$,0.15
4.9368,1.467407,0.213559,$\phi_{pq}$,0.15
0.605,1.171174,0.093071,z,0.25
0.615,0.902694,0.048768,z,0.25
0.625,0.836808,0.03848,z,0.25
0.635,0.865927,0.034481,z,0.25
0.645,0.844335,0.031773,z,0.25
0.655,0.827522,0.031544,z,0.25
0.665,0.793897,0.030538,z,0.25
0.675,0.783232,0.029943,z,0.25
0.685,0.776775,0.03077,z,0.25
0.695,0.75546,0.030956,z,0.25
0.705,0.804758,0.032005,z,0.25
0.715,0.76682,0.032216,z,0.25
0.725,0.823265,0.034165,z,0.25
0.735,0.88466,0.036261,z,0.25
0.745,0.806896,0.035913,z,0.25
0.755,0.828705,0.037246,z,0.25
0.765,0.813766,0.038427,z,0.25
0.775,0.848177,0.0406,z,0.25
0.785,0.83632,0.042025,z,0.25
0.795,0.75941,0.044595,z,0.25
0.805,0.880111,0.045406,z,0.25
0.815,0.828363,0.048432,z,0.25
0.825,0.946842,0.056282,z,0.25
0.835,0.873112,0.064408,z,0.25
0.845,0.947567,0.071708,z,0.25
0.855,1.076293,0.100149,z,0.25
0.865,1.083985,0.131759,z,0.25
0.875,0.511628,0.154784,z,0.25
1.95,0.763876,0.174459,$\theta_{pq}$,0.25
2.05,1.022435,0.080112,$\theta_{pq}$,0.25
2.15,0.94965,0.0532,$\theta_{pq}$,0.25
2.25,0.877972,0.040779,$\theta_{pq}$,0.25
2.35,0.80259,0.032269,$\theta_{pq}$,0.25
2.45,0.782765,0.027944,$\theta_{pq}$,0.25
2.55,0.815208,0.025573,$\theta_{pq}$,0.25
2.65,0.817857,0.024694,$\theta_{pq}$,0.25
2.75,0.871727,0.024836,$\theta_{pq}$,0.25
2.85,0.820208,0.024612,$\theta_{pq}$,0.25
2.95,0.819717,0.025225,$\theta_{pq}$,0.25
3.05,0.801705,0.026776,$\theta_{pq}$,0.25
3.15,0.800197,0.028484,$\theta_{pq}$,0.25
3.25,0.870957,0.031551,$\theta_{pq}$,0.25
3.35,0.753588,0.034429,$\theta_{pq}$,0.25
3.45,0.778712,0.039199,$\theta_{pq}$,0.25
3.55,0.966185,0.049019,$\theta_{pq}$,0.25
3.65,0.817132,0.059185,$\theta_{pq}$,0.25
3.75,1.084345,0.081191,$\theta_{pq}$,0.25
3.85,0.992836,0.12695,$\theta_{pq}$,0.25
0.205,0.809815,0.023495,$p_T$,0.25
0.215,0.862372,0.023806,$p_T$,0.25
0.225,0.837678,0.02301,$p_T$,0.25
0.235,0.815199,0.022988,$p_T$,0.25
0.245,0.844815,0.023662,$p_T$,0.25
0.255,0.821008,0.02364,$p_T$,0.25
0.265,0.844086,0.024478,$p_T$,0.25
0.275,0.855065,0.024552,$p_T$,0.25
0.285,0.804879,0.025056,$p_T$,0.25
0.295,0.806878,0.025459,$p_T$,0.25
1.4461,1.250829,0.194858,$\phi_{pq}$,0.25
1.5459,1.19006,0.132203,$\phi_{pq}$,0.25
1.6456,1.066943,0.102145,$\phi_{pq}$,0.25
1.7453,0.960784,0.07652,$\phi_{pq}$,0.25
1.8451,0.904928,0.066918,$\phi_{pq}$,0.25
1.9448,0.741952,0.056874,$\phi_{pq}$,0.25
2.0445,0.879463,0.052577,$\phi_{pq}$,0.25
2.1443,0.842332,0.047329,$\phi_{pq}$,0.25
2.244,0.803762,0.043539,$\phi_{pq}$,0.25
2.3437,0.764252,0.041758,$\phi_{pq}$,0.25
2.4435,0.711652,0.037292,$\phi_{pq}$,0.25
2.5432,0.740278,0.03784,$\phi_{pq}$,0.25
2.6429,0.728738,0.036956,$\phi_{pq}$,0.25
2.7427,0.751358,0.034429,$\phi_{pq}$,0.25
2.8424,0.756106,0.035529,$\phi_{pq}$,0.25
2.9421,0.866158,0.036172,$\phi_{pq}$,0.25
3.0419,0.784252,0.034144,$\phi_{pq}$,0.25
3.1416,0.770648,0.032999,$\phi_{pq}$,0.25
3.2413,0.820303,0.033825,$\phi_{pq}$,0.25
3.3411,0.846574,0.034286,$\phi_{pq}$,0.25
3.4408,0.841515,0.035122,$\phi_{pq}$,0.25
3.5405,0.796986,0.035224,$\phi_{pq}$,0.25
3.6403,0.836242,0.036738,$\phi_{pq}$,0.25
3.74,0.871053,0.037256,$\phi_{pq}$,0.25
3.8397,0.794448,0.038294,$\phi_{pq}$,0.25
3.9395,0.882358,0.040319,$\phi_{pq}$,0.25
4.0392,0.825454,0.04214,$\phi_{pq}$,0.25
4.1389,0.809697,0.044176,$\phi_{pq}$,0.25
4.2387,0.819618,0.048174,$\phi_{pq}$,0.25
4.3384,0.98264,0.057809,$\phi_{pq}$,0.25
4.4381,0.993256,0.065175,$\phi_{pq}$,0.25
4.5379,0.974754,0.076538,$\phi_{pq}$,0.25
4.6376,0.922727,0.092064,$\phi_{pq}$,0.25
4.7373,1.199339,0.129351,$\phi_{pq}$,0.25
4.8371,1.128141,0.180292,$\phi_{pq}$,0.25
0.605,1.210369,0.142419,z,0.35
0.615,0.937126,0.079979,z,0.35
0.625,0.823839,0.062398,z,0.35
0.635,0.868219,0.058495,z,0.35
0.645,0.789456,0.052302,z,0.35
0.655,0.883333,0.052228,z,0.35
0.665,0.835228,0.048845,z,0.35
0.675,0.760956,0.044928,z,0.35
0.685,0.86787,0.045921,z,0.35
0.695,0.879825,0.047437,z,0.35
0.705,0.896868,0.047105,z,0.35
0.715,0.798014,0.043742,z,0.35
0.725,0.804072,0.043723,z,0.35
0.735,0.858534,0.044628,z,0.35
0.745,0.820791,0.044075,z,0.35
0.755,0.787558,0.047352,z,0.35
0.765,0.834242,0.045944,z,0.35
0.775,0.739902,0.045298,z,0.35
0.785,0.817579,0.049122,z,0.35
0.795,0.868765,0.050606,z,0.35
0.805,0.820534,0.052427,z,0.35
0.815,0.785247,0.051901,z,0.35
0.825,0.723802,0.059555,z,0.35
0.835,0.740255,0.069566,z,0.35
0.845,0.767334,0.084145,z,0.35
0.855,0.711196,0.105465,z,0.35
0.865,0.757373,0.163611,z,0.35
0.875,0.35133,0.13925,z,0.35
2.95,0.541496,0.118962,$\theta_{pq}$,0.35
3.05,0.755296,0.068108,$\theta_{pq}$,0.35
3.15,0.769224,0.056417,$\theta_{pq}$,0.35
3.25,0.831873,0.048506,$\theta_{pq}$,0.35
3.35,0.829375,0.041993,$\theta_{pq}$,0.35
3.45,0.756779,0.036089,$\theta_{pq}$,0.35
3.55,0.793747,0.034036,$\theta_{pq}$,0.35
3.65,0.81131,0.032915,$\theta_{pq}$,0.35
3.75,0.867352,0.033134,$\theta_{pq}$,0.35
3.85,0.813906,0.032628,$\theta_{pq}$,0.35
3.95,0.793176,0.033992,$\theta_{pq}$,0.35
4.05,0.856632,0.037508,$\theta_{pq}$,0.35
4.15,0.823855,0.041367,$\theta_{pq}$,0.35
4.25,0.902154,0.047062,$\theta_{pq}$,0.35
4.35,0.881534,0.057577,$\theta_{pq}$,0.35
4.45,0.805577,0.06374,$\theta_{pq}$,0.35
4.55,0.903396,0.081597,$\theta_{pq}$,0.35
4.65,0.842105,0.098643,$\theta_{pq}$,0.35
4.75,1.016803,0.125246,$\theta_{pq}$,0.35
4.85,1.379843,0.196928,$\theta_{pq}$,0.35
4.95,1.177476,0.220052,$\theta_{pq}$,0.35
0.305,0.798055,0.026112,$p_T$,0.35
0.315,0.812187,0.027173,$p_T$,0.35
0.325,0.815597,0.028611,$p_T$,0.35
0.335,0.868642,0.030261,$p_T$,0.35
0.345,0.801865,0.030986,$p_T$,0.35
0.355,0.822543,0.033997,$p_T$,0.35
0.365,0.867371,0.036175,$p_T$,0.35
0.375,0.821733,0.038379,$p_T$,0.35
0.385,0.911673,0.04362,$p_T$,0.35
0.395,0.817707,0.047775,$p_T$,0.35
1.5459,1.52763,0.242839,$\phi_{pq}$,0.35
1.6456,1.065751,0.150974,$\phi_{pq}$,0.35
1.7453,1.044846,0.122132,$\phi_{pq}$,0.35
1.8451,0.817292,0.088112,$\phi_{pq}$,0.35
1.9448,0.72302,0.074837,$\phi_{pq}$,0.35
2.0445,0.694533,0.062077,$\phi_{pq}$,0.35
2.1443,0.821132,0.059204,$\phi_{pq}$,0.35
2.244,0.709146,0.054939,$\phi_{pq}$,0.35
2.3437,0.696011,0.052963,$\phi_{pq}$,0.35
2.4435,0.791937,0.053524,$\phi_{pq}$,0.35
2.5432,0.819514,0.050932,$\phi_{pq}$,0.35
2.6429,0.713054,0.049251,$\phi_{pq}$,0.35
2.7427,0.758954,0.050164,$\phi_{pq}$,0.35
2.8424,0.724363,0.048925,$\phi_{pq}$,0.35
2.9421,0.81685,0.0524,$\phi_{pq}$,0.35
3.0419,0.831618,0.051483,$\phi_{pq}$,0.35
3.1416,0.770527,0.049465,$\phi_{pq}$,0.35
3.2413,0.837637,0.050352,$\phi_{pq}$,0.35
3.3411,0.793278,0.048348,$\phi_{pq}$,0.35
3.4408,0.864874,0.047761,$\phi_{pq}$,0.35
3.5405,0.834499,0.048975,$\phi_{pq}$,0.35
3.6403,0.889716,0.05239,$\phi_{pq}$,0.35
3.74,0.886769,0.051773,$\phi_{pq}$,0.35
3.8397,0.81405,0.048661,$\phi_{pq}$,0.35
3.9395,0.839351,0.049866,$\phi_{pq}$,0.35
4.0392,0.750813,0.05072,$\phi_{pq}$,0.35
4.1389,0.845997,0.052868,$\phi_{pq}$,0.35
4.2387,0.801521,0.058545,$\phi_{pq}$,0.35
4.3384,0.923531,0.066264,$\phi_{pq}$,0.35
4.4381,0.984528,0.080105,$\phi_{pq}$,0.35
4.5379,0.952337,0.097219,$\phi_{pq}$,0.35
4.6376,1.155734,0.12663,$\phi_{pq}$,0.35
4.7373,1.129074,0.189871,$\phi_{pq}$,0.35
